0,1,2,3,4,5,6,7,8,9,10,11
71477.8552,83108.5428,67167.74074,79816.75998,66439.04594,82495.55891,81480.0193,74931.35547,80789.69308,77313.5625,75643.04688,78570.60495
76287.9459,83108.5428,60971.54992,82957.6406,70078.70054,82381.95911,81828.71367,76971.05564,82083.42319,81659.32813,79119.02344,80168.86221
68031.7811,67965.2395,72918.8963,67104.62448,66542.11466,64194.13768,65400.32258,66257.59351,67145.80956,67167.28906,67556.17969,66266.34618
60150.7805,60425.0457,70227.01969,60102.68225,56857.69942,59439.24967,61564.19591,57902.5283,59893.83937,56354.27734,58951.83984,60077.45646
57463.217,53741.6966,71200.1394,49379.70576,59882.68516,57236.59837,55465.65858,56584.25966,55778.39475,49546.36719,50293.96484,53858.12714
54944.9207,53741.6966,79685.59886,51645.41717,64939.01928,50043.83506,51119.52431,56003.83938,50334.14818,50445.47656,53294.32422,53530.98272
51490.6522,48836.671,70732.53642,41604.52157,51501.66062,49746.77279,48549.96766,54921.07037,48488.84351,46526.20313,47572.53125,48983.21157
50168.0416,48173.7694,65040.95963,40677.42446,50216.95902,49829.05868,48432.51387,55230.33719,49359.89443,46219.75391,45159.91797,49182.70826
49249.4644,46021.1006,65973.45746,38014.50942,46794.41032,47895.59096,47143.58486,56051.84155,47656.57446,44918.12891,39469,45869.84393
48643.4066,48003.3992,70309.16616,39070.88325,48247.92214,47686.66874,47496.71201,55830.70489,48098.52574,45302.17969,40517.46484,45649.82337
48262.2764,47158.2467,55478.56898,45178.31211,46298.37906,46956.2681,46937.00334,55830.70489,47180.07101,46533.64063,44378.88281,47741.2221
49563.7084,47959.9109,56138.44886,44650.40192,55203.25682,47384.56509,47737.06228,55077.43527,48856.50975,45991.33594,42098.03906,48053.06369
49651.2002,50661.4873,76197.5334,42378.21941,48823.61568,48132.50004,48104.60321,56003.83938,48997.95858,45869.21875,44257.55469,48657.54758
47515.814,49255.5412,79475.26779,38802.33977,50118.8016,48970.69348,49016.21527,54921.07037,49554.15918,46564.59375,47481.49609,48325.37839
46905.8398,47415.7493,81533.44307,43721.12631,47327.92234,47946.78909,47779.26544,55077.43527,47948.97627,47618.66406,51514.03516,48854.72576
47599.3718,51644.5239,37096.71674,51938.15005,50637.42264,51679.81397,51205.50881,56037.28324,51722.28608,51269.19531,51559.35156,51520.17517
50241.6364,68878.8336,44390.60105,67439.87934,62901.30014,68496.15936,67854.68539,65780.41532,67945.01092,70800.50781,66490.5,67021.99001
51249.6068,75505.2443,59776.36393,74944.2953,73378.53806,62786.02262,65329.84899,65896.02574,67276.74763,71337.625,68374.63281,67750.84314
53680.1634,77523.5536,69682.68649,70497.20634,72510.9898,67198.3364,68116.74128,68299.10496,66415.1554,72362.54688,68209.85938,66052.74935
50653.616,53741.6966,82226.72316,58987.56532,58476.10178,58209.73291,57362.19944,58226.98375,56504.53203,50602.00781,49556.03516,54455.07044
49421.0412,47652.2586,60087.79834,44710.72034,50168.0346,48118.67786,49512.11027,55230.33719,47433.97196,45649.68359,42136.98828,47243.59753
47612.4718,47552.2273,88374.16773,46283.79455,46878.06888,49367.45512,48660.1719,55830.70489,47767.03314,46357.80859,46536.91797,47366.01014
47562.3916,48709.0421,73199.63863,47327.89972,46790.04728,49415.68835,48576.61973,56037.28324,49288.21194,46912.82031,53290.17969,49230.8141
47580.7204,47714.4956,71544.07132,45823.50303,46466.33944,47562.90778,46857.07094,55077.43527,47919.62708,45511.92969,45369.05469,46483.27507
48614.2223,48627.3242,69363.1277,47167.35644,47761.65134,48353.8639,48667.14221,55830.70489,49071.0612,47363.74219,45306.92188,48281.33114
52759.4674,51644.5239,60263.82649,58103.20061,53206.52004,52427.72359,52335.36249,56140.22751,53296.5191,51311.95703,48874.56641,54368.28902
50524.0728,53741.6966,55685.28921,56543.44037,60607.44642,53218.89427,53242.92296,56051.84155,52225.09754,53700.84766,56043.66016,53474.97042
49564.4386,61879.6205,78028.22614,54956.61793,61387.46212,58167.84193,59315.61411,56847.96172,55017.46892,53500.17578,56005.32031,57774.37644
49417.7036,48265.8203,63089.30395,51065.25376,60464.08538,54386.77725,55594.09224,57178.90643,54302.58936,48909.15234,49418.1875,52103.3362
47965.1879,48003.3992,73502.94867,39974.11899,47728.76414,48312.77966,48100.5521,56051.84155,48208.19154,45452.64844,42213.91797,47539.86987
48206.744,46138.3919,79269.45027,39762.3806,48013.99908,48201.71621,47601.21025,55830.70489,48000.04866,45090.43359,41810.82813,46120.21844
47552.9898,50661.4873,74358.71628,45878.47609,47344.18794,48075.97092,48196.19424,55830.70489,47882.69504,45258.92969,40959.90625,45378.69799
48508.1492,50661.4873,71011.47334,42578.55448,50821.68408,48056.15232,48359.90954,55830.70489,47755.35957,46775.10547,48233.23438,49179.79369
49665.7167,42164.522,77538.05545,56144.04007,60830.36094,50438.98609,50756.95538,56003.83938,50376.63026,53417.51563,61414.19141,54490.82852
47539.2897,46955.7273,45217.48199,55543.62624,49012.86048,47973.92358,48982.92644,55077.43527,48982.37515,50083.12109,51759.82813,51143.2426
49390.0972,58814.6803,67813.17729,52830.98249,57320.57384,58254.6939,56911.08146,56847.96172,56752.47914,48187.54688,40454.03516,52052.70153
46993.4706,58944.1281,83291.91914,47231.08545,53076.19108,51111.43775,52468.71725,56051.84155,49916.41798,48247.71094,46005.77734,50622.44446
46707.3201,47556.8711,64489.40476,45333.41245,47884.30462,48705.32999,48491.00911,56037.28324,48158.75506,46174.57813,44756.26953,47701.29412
46587.6131,48483.2434,88612.48276,45325.942,49175.54966,49341.1115,48471.53615,56051.84155,48699.57133,45712.56641,47289.23438,48263.63443
46164.7306,48483.2434,91621.21003,50293.09713,49882.96058,48419.61399,48321.61725,56037.28324,48750.49925,45579.48828,49805.33984,48424.78787
52548.597,46724.793,84658.61973,47395.66265,51626.12236,48864.531,49200.53189,56003.83938,49768.11651,49658.79297,62707.36719,54298.83681
48180.5466,52214.7615,87267.44716,58954.4133,61256.16824,52974.37331,54078.31042,55430.98871,51487.27244,56016.28906,68479.83594,60073.68294
50651.6004,54202.6154,74291.91586,59877.6096,78438.84162,54981.75658,54291.75787,56037.28324,53399.56458,57817.70313,68011.75781,58672.74508
47051.4331,49255.5412,63008.06019,45535.07289,49078.97848,50417.20901,49554.96866,56051.84155,49105.27799,46816.30469,46823,51241.31
45034.5159,46492.3656,82883.89491,43751.79459,47572.7383,47649.54938,47387.55717,56003.83938,47459.50171,45494.35547,41027.32813,46277.25463
45584.71,46138.3919,87960.72726,45224.00923,47870.09864,49885.58315,47677.1217,55830.70489,46821.52813,45369.83594,46237.84766,46929.02622
48065.1146,48956.9936,68089.40607,41644.29639,49300.56608,48041.58275,48382.12322,56140.22751,48146.88657,46130.58984,44118.42969,48941.82871
50338.0001,52427.4724,82435.24881,61363.45695,84774.9462,52465.16923,50696.87304,57957.06575,49270.32157,55876.64453,65096.64844,57955.4524
46401.9142,49277.3594,56003.9453,52829.82877,47847.95796,48966.66292,49034.76918,55830.70489,48058.61428,48209.00781,46528.41016,49575.23609
45815.4646,46292.4414,48576.46014,43429.63257,48965.07366,47997.59984,48065.78448,55230.33719,47226.57168,44969.29688,38898.04297,44969.25793
45619.5003,48003.3992,78781.9877,43836.36043,48133.6142,48138.08123,48055.50797,55830.70489,48197.40568,46783.53516,46022.46094,47830.00237
45629.654,47544.1417,82680.78551,42033.24697,46236.826,46386.95542,46631.55311,55830.70489,46787.00843,45383.41016,42681.72266,46047.99983
46128.1116,48093.7474,84790.41517,42455.15299,46645.728,47650.51875,47475.95713,55830.70489,47726.64798,46158.71484,44771.35547,46562.60515
49526.5377,50368.2005,78635.74893,55719.51431,73364.15038,54295.28021,51914.4228,56051.84155,51203.31045,53592.16406,62588.38672,56409.28106
49286.6572,49260.7503,74993.32032,64174.40531,54030.55926,50383.58093,51348.70191,56003.83938,50746.10222,50971.64453,54851.59766,53229.42938
49715.9219,48837.6928,69744.97338,58867.67564,65905.62742,54402.20994,51885.60699,56051.84155,48865.71682,55570.11719,63324.45313,55600.98442
54876.4206,53958.064,81048.68863,88050.4154,73706.4057,61838.65902,64016.07729,66972.26633,68203.3321,85495.79688,91443.69531,71463.50404
64854.1198,53958.064,88535.75254,111586.002,139564.6665,77990.44523,86801.01619,115003.7153,87219.641,110527.9609,108457.7031,90358.28209
73483.3463,53812.9148,102933.0497,105275.4428,97445.51768,79756.69916,76669.06391,81672.25117,69193.60291,101723.5625,109636.7734,84470.32683
68929.0378,54184.3746,84554.80826,84001.5495,95848.85108,66635.53267,57335.97965,57375.25749,54286.07801,75215.75781,81089.19531,64347.86503
53317.3244,47720.1157,63103.74728,42355.46421,49848.43172,49021.08371,49572.19578,55830.70489,50031.1361,47615.13672,45230.43359,49339.68762
48841.9375,48956.9936,62367.13719,45209.08388,53077.49614,48442.67442,48441.24142,56140.22751,48655.70258,48066.94531,45494.84766,49035.84556
46873.3928,47556.8711,52709.96215,40809.06329,48701.37956,47903.78821,47941.68394,55077.43527,49347.48647,45544.11328,39570.15234,45887.87452
47279.8926,47720.1157,51855.09725,43097.6569,48178.52778,49425.74286,48654.62933,56003.83938,47930.26184,47975.85938,47267.67969,49786.47527
46037.1848,46138.3919,57534.03613,48951.57365,46821.89034,47438.01202,47758.45998,55077.43527,48293.16091,45878.21094,47878.10156,46851.58876
51255.1912,48836.671,59281.67969,43437.74552,47499.11854,48686.1021,49033.05898,55230.33719,47953.07246,45456.89844,48551.87109,47459.72644
45308.4211,49277.3594,57234.33692,44131.86953,52835.34724,52327.51497,49648.81,57375.25749,48033.87522,46572.22656,40768.55469,48224.63937
49626.5514,52427.4724,64467.73976,48087.59354,56062.78676,51027.70256,50405.01687,57223.62851,51022.95793,50058.53906,48045.39844,51930.96275
49985.9474,46920.1652,58571.24814,60820.82254,53907.80768,48192.4969,50071.92579,56140.22751,50925.74964,48564.53125,43860.42188,50378.91866
49074.1098,52214.7615,89653.30561,57300.45579,72198.74358,52386.37865,52692.87096,56003.83938,49781.98106,50546.30469,55011.01953,53414.58572
49674.6908,66508.6747,79063.63274,50383.68271,59592.86048,52912.48571,54243.81334,56051.84155,53018.77036,52228.86328,60474.09766,55301.32708
51367.4253,66508.6747,86675.27042,55801.02415,60311.58266,54479.79989,55703.38304,56584.25966,53576.28907,55129.53125,65152.58203,57889.30284
51332.8579,49070.0745,75618.89728,49250.69893,51893.77766,50533.78747,49367.2607,55830.70489,50793.53279,49456.23828,51813.21875,50784.29882
50515.2901,47428.7651,61023.90701,53737.54739,47666.71974,47695.14526,48171.30067,55830.70489,48103.33377,45877.13672,42233.21875,45748.94019
50461.9095,51476.1648,69413.67937,43219.36843,50755.5661,48923.49571,48561.8728,55830.70489,48997.95858,46852.01953,49231.51172,49710.2442
50422.0903,48334.3489,65595.22262,46277.2685,48308.10146,48901.0661,48909.00494,56003.83938,49743.96561,46463.06641,44429.46094,48544.82257
50096.7058,47552.2273,80813.98443,53295.04249,64185.2836,47696.91919,48812.11459,54921.07037,49459.67401,49605.69922,52048.34375,49820.8061
51107.7322,55951.6804,86068.65034,52804.81789,72286.04588,56385.64336,55393.04907,56584.25966,52458.74627,50769.26172,57372.89844,55930.02913
51299.7309,55951.6804,83772.16003,53416.58155,49951.49736,53132.44678,54918.39868,56051.84155,52714.89682,54384.01953,63721.05469,55252.52637
52726.4996,51656.6669,80655.10774,56440.02659,50809.02322,53248.5408,55670.7712,56051.84155,52212.534,52589.60547,57356.46094,53750.14776
51521.0041,52119.4983,72457.61228,58980.5306,54597.84116,54614.37721,54592.03196,56051.84155,52333.03535,51234.92969,52614.37109,54430.56531
51922.1762,53174.4362,82047.98689,56932.72923,60830.36094,54452.4411,54424.53139,57688.38601,52356.31278,54928.55078,60976.34766,55871.29923
51121.8572,52427.4724,68124.6117,52381.1456,69114.03348,50762.82398,49904.86835,57378.03441,50289.50607,49276.41797,47135.80078,49931.46195
49543.8873,48237.1913,90413.38612,61926.93515,62655.43578,52949.26336,51231.79375,56847.96172,48299.88959,52384.70703,60930.17578,51947.36144
53017.259,53174.4362,85052.20062,74839.41045,109238.0284,60105.07464,55507.01368,57375.25749,52141.27581,63039.53125,76082.07813,61220.55965
56077.5096,60771.0672,85791.51884,86695.17263,140116.0868,61411.10164,61616.06992,59161.90392,60516.56349,75914.78125,90309.28125,70934.17055
56515.163,53958.064,80199.23997,75875.55457,83341.7111,57508.74324,56492.74125,58226.98375,55516.20028,65432.33594,75154.51563,62905.85362
55705.8246,61862.4273,89436.65558,70487.29067,57275.14394,58255.43371,56319.22007,57375.25749,51681.58561,61562.62891,70086.95313,61512.7405
52175.9881,60771.0672,74314.48357,55778.67075,52068.92776,56366.32879,56300.89613,56003.83938,51980.84921,51386.59375,57245.20703,58147.7709
52094.0338,53958.064,74756.81071,63400.48666,58596.88772,52841.11531,55145.84751,57943.7326,52539.69217,57660.12891,67101.86719,59097.41928
57759.6033,53958.064,69031.8337,81826.62654,81682.37614,56121.74868,56901.2615,57375.25749,56652.34695,70756.59375,79818.64844,64676.84299
61098.9537,63073.1481,77373.76252,103858.1954,74407.26644,73496.30316,78164.14929,84001.22857,79287.26047,97997.17969,93878.39063,81539.25939
52108.3839,48837.6928,59239.2524,52305.45362,53468.7306,51491.59327,50248.3196,57864.53444,54598.17316,51642.11328,51256.15234,51482.87818
51103.1508,42164.522,65799.23473,61569.57465,69933.4878,51676.47042,50590.51013,56051.84155,52500.90771,52599.94531,53350.88672,52626.92521
53775.004,47720.1157,56613.2735,44198.76141,52952.22982,49077.43747,48819.11289,55830.70489,48806.25392,49145.92188,48806.4375,50451.29872
53131.268,52427.4724,65498.63281,45346.68556,53907.80768,50949.74588,50001.9005,57106.49333,50600.80145,48670.83984,47684.86719,50119.52678
