0,1,2,3,4,5,6,7,8,9,10,,,,,,,,
202.8406,171.0547,326.5255022,356.1779592,262.57744,345.07553,349.127715,399.9548253,347.7567926,235.3314056,363.9141541,,,MSE,RMSE,MAE,MSLE,EVS,R2
202.6888,209.6584,223.358377,257.0379576,361.88046,243.82548,283.130888,366.5616966,367.3911746,250.534317,270.6030884,,1,26640.24095,163.2183842,105.2866908,0.256917166,-6.583145832,-7.595975595
241.5002,264.6844,207.0257271,203.7017544,291.2036,233.82359,217.052063,217.6826492,237.3595934,196.9123688,229.0587311,,2,7882.129183,88.78135606,77.56256659,0.141625554,0.260753716,-1.543317465
275.9556,264.6844,343.9976937,292.1184979,332.03858,250.40813,227.379016,222.66413,144.1596454,224.9106598,325.2897034,,3,8244.133171,90.79720905,69.34836506,0.127019021,-1.095799684,-1.660124871
240.2083,184.49,332.2676688,327.6696005,224.53654,280.65122,293.215128,359.1816636,334.497872,266.3649292,403.769043,,4,10576.59828,102.8425898,70.60845747,0.138630977,-1.796596698,-2.412738678
302.9551,338.2093,274.0270304,330.8717547,331.2441,243.10157,269.689042,315.2164496,261.6684047,202.0267487,352.1157227,,5,15199.69419,123.2870398,82.2555846,0.174177753,-2.944093856,-3.904467662
283.8075,139.9785,306.5027966,270.8165233,241.15256,340.15337,405.695785,431.6576907,405.2267602,284.0407715,365.4241333,,6,12928.74714,113.7046487,75.45433589,0.15198725,-2.2869073,-3.171703818
299.5668,264.07,442.6230319,311.7823981,321.99196,369.65697,329.08306,470.2960577,301.9647386,353.3937378,445.9775696,,7,15743.21039,125.4719506,88.98607004,0.18344394,-1.972491159,-4.079843406
310.0927,215.33,367.9655065,315.5729773,269.30822,349.40276,349.387961,396.686043,348.032043,304.1572266,415.3440552,,8,14140.83054,118.9152242,79.42096443,0.16710449,-2.596220094,-3.56280536
316.4205,215.33,333.0024041,264.7916163,269.30822,209.99462,233.758491,315.2164496,237.1314017,253.5619354,323.321228,,9,13127.05861,114.5733765,73.85789984,0.156052899,-2.783723237,-3.235692748
331.3669,287.0143,344.6669112,199.9963969,267.38822,216.19724,231.360932,280.4526382,233.5141251,217.3305817,219.8634186,,10,13622.27365,116.7144963,85.85533386,0.169326181,-1.927045988,-3.395483212
338.3048,239.02,319.613375,154.9563083,221.09286,229.0567,233.406076,280.4526382,221.3550975,187.3244781,148.8878937,,,,,,,,
320.9015,195.9,301.2379739,185.7871521,218.79688,211.09075,221.949979,280.4526382,215.3385371,165.0107727,181.8916779,,,,,,,,
329.4672,615.7323,294.8546689,306.4432766,396.9802,306.9436,261.392365,315.2164496,276.9326186,213.4626312,290.1453247,,,,,,,,
238.6804,506.5321,356.2167622,401.9921247,318.09322,527.75298,478.171551,431.6576907,461.1409211,517.4536133,495.8428345,,,,,,,,
222.4088,525.31,300.6272545,243.3042964,248.11412,312.72843,335.73235,308.1138929,322.8934217,335.6388855,329.6289368,,,,,,,,
251.279,153.8646,290.932961,264.6754361,347.86548,358.35656,324.262321,451.8058751,317.1380251,285.0855103,341.9496765,,,,,,,,
265.2636,197.1601,305.6229862,324.8573454,370.15102,278.66788,320.91107,418.7226966,324.1122945,294.6592712,354.9959412,,,,,,,,
243.0576,287.22,293.7174672,327.401247,322.7218,218.44464,296.040914,343.42162,269.2697676,251.6674957,334.1966858,,,,,,,,
266.1726,690.5915,329.6984354,370.3251113,360.85626,374.82461,379.893965,431.6576907,349.0415823,301.9526367,395.5486145,,,,,,,,
281.5026,690.5915,303.3602825,412.297202,522.49086,486.21269,484.450344,499.44374,513.3081942,426.2974548,450.103241,,,,,,,,
219.8696,139.9785,328.2196052,286.6323376,282.2355,471.22799,443.353072,470.2960577,465.1429624,368.5256958,388.2018433,,,,,,,,
261.6644,578.6465,359.0621063,360.1367096,249.5849,370.14503,380.113982,418.7226966,398.5253945,219.8335419,384.8493347,,,,,,,,
282.6793,289.1186,324.8454388,361.9037413,290.4199,211.15598,245.73732,386.4451309,249.6238553,188.6732941,401.8164673,,,,,,,,
285.5902,123.02,350.7811253,209.8081923,226.59008,208.39839,219.322353,216.9866212,96.98857854,217.6459351,350.7498474,,,,,,,,
335.3166,215.33,294.349246,184.633508,222.08084,182.98444,216.42167,251.9302923,231.5439435,132.1155853,196.4846191,,,,,,,,
321.917,578.6465,321.7099444,311.9602626,308.30642,258.41101,262.00769,386.4451309,293.1858403,158.6186371,344.7377319,,,,,,,,
320.3751,578.6465,398.8454464,300.5282031,380.65116,340.02038,286.656567,408.4355095,318.0994786,259.0398254,477.8829956,,,,,,,,
331.2283,211.25,324.3095969,180.469052,280.89906,275.80373,295.389788,229.377875,229.9793386,233.2742767,227.4469147,,,,,,,,
341.2346,188.59,441.4296721,247.3991451,212.7591,250.57773,303.594988,391.2631907,289.2700012,164.4782562,356.6428833,,,,,,,,
321.1986,188.59,381.4036739,204.0326323,313.16158,203.61544,317.702746,396.686043,318.2107512,256.1984863,240.9700317,,,,,,,,
336.6513,188.59,412.4778272,194.7832182,229.94984,258.80581,283.315129,337.33734,286.7844038,195.5060425,279.7954102,,,,,,,,
275.9186,159.6,373.9931435,276.0490349,295.96812,367.06304,355.552781,399.9548253,350.6252976,234.393692,324.5977783,,,,,,,,
337.5869,211.25,334.9000802,192.903224,223.18598,375.58917,278.609164,315.2164496,268.2401998,207.7985229,236.5164185,,,,,,,,
349.8996,287.0143,357.0638137,216.1961703,299.85426,373.96246,301.638623,337.33734,300.2208659,231.3405457,266.9205933,,,,,,,,
292.85,287.0143,372.5353726,209.2073634,228.74968,207.47071,232.941595,280.4526382,226.0658122,212.4623413,258.2091064,,,,,,,,
