0,1,2,3,4,5,6,7,8,9,10
2033.1079,1778.98,2213.172907,2126.047876,1946.94794,2062.91611,1907.969998,1960.858277,2044.591664,2109.656738,2240.929688
1959.7746,1937.48,2179.49597,2245.712948,1946.94794,2071.32218,1916.089629,1961.50266,2013.966269,2202.390381,2296.103516
1826.2524,2076.91,2176.814331,2100.78467,2030.3507,2104.66841,1979.288217,2076.91,2019.554724,2097.546143,2137.837646
1878.2333,1778.98,2164.517394,2259.499439,2144.89558,2029.74437,1897.641746,1951.606333,2146.916993,2206.542969,2255.946045
1768.6116,1778.98,2088.326102,2191.259255,2011.96498,2028.34166,1902.579128,1943.503878,2158.784438,2104.005615,2216.080566
1868.2092,1937.48,2199.41379,2159.2084,1938.4436,2058.1609,1907.335387,1945.541383,2058.468465,2109.608398,2241.76709
2278.1566,1937.48,2112.478397,2084.748307,1919.1936,2060.45833,1922.540162,1961.50266,2102.108886,2030.534546,2098.865479
2291.5951,2543.51,2469.624715,2500.859878,2411.42978,2477.16191,2451.606374,2526.866713,2444.297068,2375.625488,2519.285156
2313.3653,2509.87,2510.317193,2588.110693,2481.42252,2584.24201,2549.340385,2537.758052,2555.609366,2557.982422,2696.868164
2318.9827,2580.1956,2445.068858,2615.889486,2541.56586,2429.27952,2523.124406,2481.876505,2505.736877,2569.509033,2569.999512
2381.194,2280.9416,2327.240519,2579.675108,2496.4028,2448.03164,2407.550487,2477.173046,2469.065902,2559.122314,2529.550781
2366.0508,2501.7797,2366.59364,2429.100961,2454.43888,2496.01834,2428.143293,2481.876505,2408.078818,2362.564209,2384.35498
2262.62,2623.536,2460.658625,2520.698163,2442.7526,2473.36231,2530.211788,2461.494315,2542.653119,2474.642822,2447.692871
2314.9502,2444.8357,2529.691083,2477.669352,2348.87012,2451.49591,2483.280052,2436.391099,2512.703098,2618.930176,2490.58252
2215.4894,2580.42,2515.49916,2627.531758,2527.42856,2634.60925,2613.218543,2537.758052,2635.109891,2652.153564,2675.421875
2400.9136,2531.91,2541.596155,2745.671506,2609.33076,2608.02168,2592.909269,2493.617069,2590.715994,2777.053223,2717.255371
2411.4228,2588.85,2399.638916,2436.282302,2461.15894,2391.3763,2444.920602,2245.415979,2386.347354,2514.813721,2444.098633
2301.0346,2014.2414,2428.00229,2338.325326,2282.89464,2191.64138,2218.759974,2262.70375,2264.166553,2437.285156,2365.281494
2240.5461,2286.8682,2485.732093,2322.323871,2354.4261,2464.49015,2486.839047,2438.182082,2369.818692,2430.075684,2451.655518
2211.2059,2246.084,2352.033248,2438.530481,2534.77786,2421.07087,2457.583517,2475.288723,2455.843976,2456.412842,2431.409668
2341.3391,2286.8682,2381.241763,2537.473559,2582.22936,2538.72311,2554.385207,2485.961572,2538.686915,2526.429199,2520.616943
2386.8528,2561.5641,2391.392219,2496.509899,2418.96026,2513.00645,2500.340307,2526.866713,2527.537784,2585.756836,2603.964111
2389.0997,2505.2255,2435.786938,2590.991702,2590.65354,2576.77657,2539.626445,2588.980985,2503.733071,2560.315918,2675.99707
2422.8188,2352.3083,2435.842501,2487.525224,2488.9217,2460.61509,2449.921852,2497.241711,2448.655165,2382.074463,2414.43042
2465.0105,2713.4146,2496.79495,2585.44656,2586.79398,2479.08753,2543.775963,2493.222694,2527.171385,2468.469238,2485.776855
2322.4627,2105.8785,2364.023127,2298.651998,2362.71694,2225.51412,2184.982806,2211.797656,2178.844942,2283.705322,2285.913574
2224.1761,2133.2106,2300.140469,2205.816326,2227.02544,2085.55559,2112.440657,2134.063602,2097.772866,2223.09668,2196.839844
2108.596,2133.2106,2343.944467,2242.760307,2142.91744,2182.64038,2141.319175,2186.976258,2162.768481,2222.363037,2214.609619
2419.3555,2090.0643,2389.561569,2364.560867,2292.44376,2277.96712,2269.962985,2209.728283,2217.333803,2394.259521,2346.563721
2227.7796,2286.8682,2412.076221,2465.967788,2328.64768,2529.71458,2432.842771,2485.961572,2441.835141,2482.574951,2478.025635
2227.0821,2236.0657,2389.403653,2496.231702,2510.52408,2429.67173,2462.429714,2477.173046,2534.994576,2355.941406,2365.656494
2342.6843,2106.185,2381.387981,2475.846354,2540.48096,2348.7761,2320.561985,2241.45062,2362.346015,2450.24707,2413.395996
2275.0436,2531.91,2333.466483,2435.71091,2532.92818,2533.20174,2553.142055,2468.351231,2471.749234,2511.830811,2511.903809
2376.4747,2731.69,2525.208038,2595.825593,2348.42068,2622.12614,2600.532613,2524.346791,2638.49863,2636.865479,2624.063477
2423.2654,2636.5774,2483.313647,2610.733509,2514.08882,2618.08294,2579.732794,2493.222694,2587.067209,2695.780029,2649.748047
2452.0935,2412.8106,2553.37548,2553.313001,2468.7824,2472.01023,2536.885818,2551.602157,2562.227142,2511.217041,2531.69458
2209.3263,2427.465,2458.035474,2475.390519,2332.33686,2450.85745,2433.12707,2423.144634,2381.78772,2450.723633,2430.734131
2181.9113,2277.594,2390.596792,2357.315177,2380.79228,2348.19671,2306.914627,2251.814311,2311.890867,2239.199463,2298.418945
2181.4739,2277.594,2349.313593,2334.356056,2418.28088,2186.66954,2183.342783,2226.31811,2210.859681,2217.066162,2228.074707
2148.7382,2215.0104,2294.821057,2209.391734,2176.73712,2143.40436,2155.01948,2211.797656,2125.976047,2205.638428,2199.675537
2113.1166,2002.3319,2322.883221,2260.816238,2150.52028,2232.16124,2203.071249,2201.63954,2147.756927,2247.773926,2238.469727
2070.1563,2265.0284,2361.67779,2277.600879,2242.09864,2244.19299,2232.28092,2216.05775,2196.119938,2286.725342,2246.342773
2184.8752,2133.2106,2328.369322,2195.871061,2191.10414,2082.49685,2115.29562,2189.357729,2119.084215,2197.028564,2202.469971
2108.8235,2244.8807,2267.598183,2177.580648,2025.35838,2126.29745,2086.036308,2151.939071,2123.467079,2173.111084,2174.430908
2158.482,2244.77,2363.961716,2364.97694,2358.74964,2274.16071,2254.385188,2210.751898,2308.293496,2263.713379,2313.002686
2074.6824,2276.4,2379.478373,2340.507062,2323.09334,2235.2261,2230.598275,2211.797656,2207.693148,2295.837646,2295.017334
2025.0879,2178.74,2313.367352,2212.896745,2186.45362,2257.05324,2270.720079,2216.676231,2244.546089,2251.514404,2206.714355
2010.5697,2228.35,2369.561866,2265.897894,2244.24894,2263.63434,2296.663308,2232.964968,2286.683341,2290.595459,2245.657227
1970.4156,2350.3073,2189.456342,2278.816671,2179.3038,2211.17469,2212.509318,2210.550517,2212.919291,2257.289063,2254.027832
1987.8782,2531.91,2325.988892,2515.174979,2466.49748,2531.71167,2537.371132,2440.552469,2513.12315,2492.405029,2468.732178
2010.1127,2621.84,2453.917974,2481.148242,2467.2186,2626.10485,2600.61625,2587.076093,2598.272449,2495.856201,2487.999512
2135.9793,2505.97,2418.433782,2538.887939,2595.92278,2595.56624,2543.376109,2552.755593,2397.133462,2424.219482,2402.694092
2142.1628,2394.2501,2544.008752,2411.161914,2486.4696,2403.4479,2370.633172,2423.144634,2363.909297,2418.370117,2440.322266
2160.2432,2347.7969,2371.527037,2297.925832,2307.90996,2321.60814,2311.445649,2226.31811,2340.973963,2290.591064,2295.007813
2093.8362,2002.3319,2415.600076,2265.214583,2262.6908,2294.21174,2274.255219,2245.415979,2279.232451,2285.632568,2251.515137
2029.8595,2301.9117,2405.300478,2268.370872,2265.22582,2291.7525,2289.480912,2242.912081,2293.613768,2310.212158,2311.353027
2042.194,2090.0643,2441.138518,2334.566316,2175.60152,2287.33084,2283.823078,2232.964968,2332.829132,2353.30835,2291.857178
2051.6869,2393.9647,2437.322227,2337.509544,2158.56996,2244.92905,2253.785766,2216.05775,2240.17786,2338.731689,2341.540039
2147.1078,2393.9647,2322.45334,2318.480426,2256.62844,2226.19937,2249.42446,2174.075321,2231.099437,2248.207275,2281.933838
2119.0024,2394.2501,2400.963651,2455.074889,2481.68376,2335.11575,2327.001584,2241.528962,2367.725156,2413.090088,2421.204834
2068.072,2427.465,2474.139928,2374.056793,2407.72924,2386.11208,2455.517226,2485.961572,2427.249048,2416.009277,2364.956543
2112.6385,2215.0104,2398.015895,2340.275364,2527.77014,2380.29362,2356.215383,2410.540083,2404.825461,2323.284912,2328.064697
2114.4337,2244.77,2397.474889,2284.732313,2294.09542,2271.73565,2279.303325,2221.932398,2259.707561,2277.491455,2261.336182
2033.0307,2244.77,2356.837973,2214.962409,2329.89882,2289.77559,2252.87296,2210.550517,2237.035593,2224.867676,2212.374756
2012.9843,2090.0643,2322.494281,2192.680482,2300.37822,2175.82988,2194.734266,2209.728283,2104.99645,2168.281982,2121.169189
2016.9735,2411.0871,2299.657949,2303.508176,2297.53388,2228.17617,2294.083401,2204.939668,2322.608565,2222.428467,2218.229248
2067.5588,2411.0871,2341.216038,2330.997127,2265.7126,2251.24202,2258.09959,2251.315827,2305.285501,2363.788818,2323.061035
1982.1457,2178.74,2296.239371,2295.706571,2096.77734,2249.3478,2268.749782,2204.939668,2266.879691,2426.674561,2318.219482
2013.8188,2106.185,2367.710746,2322.429199,2290.5913,2317.60196,2283.677573,2219.348343,2303.284504,2262.322998,2278.748535
2009.5888,2275.3908,2470.326561,2269.31202,2217.71298,2231.82493,2263.12152,2212.929046,2200.951973,2262.566895,2275.032471
2016.7965,2391.6831,2431.956025,2289.03443,2279.32452,2296.21239,2294.295649,2233.636976,2291.189093,2337.528076,2323.453857
2010.9044,2391.6831,2444.255886,2206.383105,2312.02718,2290.78615,2291.371119,2222.734421,2250.351366,2207.252441,2221.276611
1977.0666,2253.9255,2445.677125,2290.776415,2361.97682,2314.17313,2311.027493,2222.262833,2253.851268,2289.034424,2249.209229
2023.8181,2210.8038,2427.262426,2385.691217,2243.40062,2236.05086,2308.019885,2251.814311,2303.156574,2361.10791,2382.073486
2088.0117,2133.0988,2266.100911,2274.599959,2279.05974,2338.06304,2261.894964,2222.262833,2268.538009,2241.173828,2306.010742
1981.3001,2144.3773,2209.771876,2331.180147,2396.53008,2341.76457,2348.656204,2251.315827,2368.178043,2303.44458,2301.651855
1961.6505,2284.2082,2392.404047,2265.727442,2254.00828,2260.0301,2284.535178,2210.751898,2290.428717,2289.169922,2279.084229
1957.0889,2246.35,2390.576322,2207.355907,2222.56808,2308.2487,2254.980668,2221.932398,2278.771941,2188.207031,2237.54834
1963.5245,2391.6831,2390.740086,2180.517441,2305.89128,2293.70973,2275.976417,2209.728283,2230.579221,2189.798096,2207.198486
1957.9748,2410.0439,2390.406709,2375.132868,2279.0072,2297.92294,2255.525992,2210.550517,2242.851395,2285.436035,2328.984375
2044.3835,2411.0871,2407.400169,2360.407516,2341.64342,2248.20615,2269.019385,2361.427982,2339.791808,2379.64502,2360.252197
1933.9766,2278.8783,2268.621709,2242.241805,2277.0495,2274.58602,2286.093522,2245.415979,2222.173136,2243.930176,2220.037598
1932.0367,2169.0854,2351.150092,2272.298377,2208.44362,2265.28168,2264.632092,2216.676231,2284.215041,2309.529297,2267.734863
1931.1921,2215.0104,2327.673324,2145.713198,2111.61272,2135.04999,2129.911083,2202.104616,2194.459883,2150.474365,2186.065918
1952.56,2096.0274,2358.162708,2207.960519,2128.37408,2104.62286,2101.231602,2197.638246,2133.180023,2165.208496,2182.532471
2006.2122,2119.6312,2398.103626,2258.587316,2210.15604,2245.69847,2224.637416,2204.939668,2247.47987,2254.084717,2224.801758
2057.1101,2411.0871,2347.719816,2395.529349,2318.62032,2262.63719,2264.427938,2251.814311,2311.257794,2346.165527,2341.31543
2062.8818,2359.8086,2312.221002,2379.00579,2324.3525,2257.74461,2306.408708,2251.315827,2273.538763,2355.572754,2309.703613
2019.5039,2144.3773,2285.603472,2263.762001,2312.79326,2264.36818,2276.812271,2408.917634,2268.537137,2322.519775,2262.474609
2105.9398,2382.4994,2301.000231,2334.377113,2275.34778,2285.7055,2325.206295,2412.119674,2331.052278,2405.081299,2331.416504
2275.318,2351.5403,2303.126241,2340.265097,2376.72172,2354.33151,2340.590364,2377.535704,2348.55988,2459.229004,2365.939941
2358.3274,2287.3042,2449.777079,2425.237592,2362.26546,2370.38725,2363.62961,2402.578198,2365.94776,2498.274414,2417.152344
2216.901,2304.9627,2366.70769,2374.285831,2376.94292,2320.23042,2314.343504,2375.002856,2300.830876,2436.236572,2338.644043
2023.3241,2410.0439,2280.886478,2246.527504,2062.81336,2273.68315,2269.959951,2210.751898,2248.906306,2209.220947,2227.356934
2020.5503,2292.9507,2281.962643,2193.628307,2225.38438,2268.03838,2277.18442,2193.508792,2248.387632,2152.355957,2193.234131
2012.6996,1941.7783,2130.267282,2139.681467,2188.62368,2098.398,2084.342428,2128.407758,2136.313829,2156.359375,2096.817871
2010.5659,2278.8783,2219.109359,2216.435194,2201.4472,2270.68568,2270.408116,2198.576616,2221.837524,2194.642822,2180.653809
1910.1113,2301.9117,2340.891434,2219.026057,2297.5962,2215.93066,2276.80621,2217.847387,2326.786891,2239.153076,2271.942627
2038.1092,2347.7969,2494.639696,2366.748849,2288.18962,2257.99339,2285.983683,2359.840071,2364.683888,2455.036621,2400.374512
2029.4812,2275.1544,2490.109861,2370.995627,2252.0313,2278.05222,2282.548739,2323.423203,2295.183412,2420.726074,2357.114746
2009.2473,2410.0439,2294.823981,2259.001881,2172.32758,2326.56808,2292.040664,2284.084319,2283.494256,2274.795898,2256.569092
2027.4385,2411.0871,2198.662229,2237.90817,2220.0538,2248.72055,2262.563254,2216.05775,2215.874008,2256.647705,2175.559814
2024.7797,2144.3773,2336.130575,2183.815498,2259.571,2281.6627,2238.983252,2236.816672,2210.760113,2214.974365,2197.253418
2024.3242,2144.3773,2282.383751,2229.187557,2225.64872,2230.47461,2237.290668,2241.45062,2265.199001,2269.507324,2232.546387
2040.6938,2189.8584,2315.276959,2200.995645,2223.36374,2246.09108,2215.559874,2232.964968,2279.00936,2242.505859,2205.485107
2101.1918,2275.1544,2297.295066,2161.12776,2144.99554,2333.01193,2254.448846,2170.02275,2278.265281,2211.51416,2185.847412
2107.574,2337.2536,2235.839626,2188.826302,2174.52332,2180.81058,2222.938911,2197.638246,2144.858192,2182.166748,2170.002441
2065.394,2265.0284,2270.987517,2261.308865,2281.87068,2212.58609,2224.825353,2217.847387,2213.067169,2231.638916,2234.735352
2122.5324,2297.3755,2316.315107,2305.213815,2297.60574,2282.33214,2267.020103,2222.734421,2310.667442,2254.436523,2265.72876
2091.2556,2144.3773,2284.848987,2188.101835,2279.25824,2231.72865,2244.57924,2226.31811,2251.716966,2256.506348,2195.120361
1992.2877,2133.0988,2330.375433,2186.063043,2261.63134,2213.64057,2209.325143,2232.964968,2273.700448,2203.327393,2189.794434
2069.7852,2275.1544,2309.194289,2265.623511,2254.77996,2232.81782,2238.637864,2241.528962,2276.714821,2291.751221,2246.318359
2091.092,2275.1544,2298.090492,2264.792819,2256.41,2226.47959,2244.600299,2232.964968,2280.115021,2291.812012,2222.328857
2073.6543,2257.7943,2351.59167,2314.707261,2225.45974,2208.66596,2246.895867,2261.397049,2256.475346,2333.721436,2269.997314
2118.8177,2257.7943,2396.6239,2379.639733,2265.7126,2320.1794,2294.441115,2291.227127,2287.675959,2430.383301,2370.911377
2097.5713,2411.0871,2406.169013,2372.086208,2357.89614,2283.70338,2285.844384,2327.601767,2335.527589,2445.289063,2382.062744
1963.8133,2213.9062,2463.427995,2263.430552,2310.4567,2299.72125,2262.902744,2412.119674,2234.373723,2362.405762,2315.197266
2042.6548,2002.3319,2388.014582,2285.501217,2288.33392,2288.20325,2261.229429,2408.917634,2275.132018,2355.416504,2328.333984
2083.3161,2287.3042,2417.667599,2285.209224,2412.83944,2333.49754,2278.405045,2393.1761,2294.451556,2360.957275,2338.033936
2223.6302,2294.3063,2394.47157,2336.024935,2228.54708,2309.00669,2273.209984,2408.917634,2302.306671,2389.860352,2306.061279
2212.1202,2257.7943,2391.506269,2326.836847,2195.86222,2293.08477,2270.390436,2342.780917,2244.987114,2383.55542,2297.650146
2008.5402,2257.7943,2231.929756,2289.451923,2263.37164,2310.15522,2287.755111,2222.734421,2220.33699,2322.441895,2258.446045
2031.0981,2257.7943,2297.300914,2356.145498,2323.15562,2307.1876,2375.191927,2364.790073,2407.449829,2405.610596,2334.985107
2061.4631,2257.7943,2155.484044,2339.39822,2340.83082,2378.49325,2300.468621,2343.341983,2320.109211,2396.069336,2338.616211
2062.6945,2374.3722,2315.838437,2394.419627,2274.35292,2312.26354,2307.371555,2315.599265,2285.105467,2433.661133,2357.961426
2020.9812,2297.1296,2289.770686,2204.501161,2205.5094,2295.87584,2290.863278,2244.779957,2257.882282,2257.17334,2233.111816
1973.5558,2297.1296,2280.798747,2271.069119,2289.92032,2289.42701,2327.363004,2251.814311,2250.744338,2316.921387,2242.427002
3180.5745,2410.0439,2313.832325,2239.525648,2194.67746,2239.1632,2276.110809,2232.964968,2247.137559,2266.189697,2243.867676
3033.8222,2297.1296,2316.063612,2279.637887,2220.0538,2269.6791,2272.541049,2242.44597,2287.871147,2296.06958,2277.710449
