0_0,0_1,1_0,1_1,2_0,2_1,3_0,3_1,4_0,4_1,5_0,5_1,6_0,6_1,7_0,7_1
2614.449,2282.755859,163.0572,207.6789551,20362.2264,21918.20898,23319.0886,29176.50781,13064.4745,13956.95605,4.6317,3.819308758,310.0832,350.0220032,59838.0106,68218.90625
2287.3042,2351.516602,172.0013,165.323349,17612.6627,27676.33008,20247.3238,42469.57422,13212.3593,15665.89844,3.7111,4.692337513,277.5524,280.5864563,53812.9148,88614.23438
2324.7392,2352.49585,189.7536,180.8481598,18747.4593,28783.83203,22041.5372,46979.94531,13696.2165,15904.94141,2.1953,5.147172451,254.046,349.2917175,57255.9471,93303.98438
2331.0988,2324.131348,164.1498,123.5751419,17002.5482,18084.60156,19936.6932,22044.47461,13476.0409,13501.00977,0.29,3.092234373,263.6153,242.4434662,53174.4362,57789.03906
2369.3216,2293.711182,161.4615,141.8229218,17406.4765,17651.00195,19726.6252,19812.53711,12493.4307,12406.95117,0.22,3.071368933,269.9369,213.6114502,52427.4724,53348.25
2297.1296,2252.958252,127.7479,141.2515411,17000.8032,16367.44336,19242.2863,18429.62695,11470.0659,11960.91016,13.29,3.462448359,254.7897,291.3313293,50406.1126,50039.36328
2181.4911,2203.503906,137.2002,184.5208588,15546.0082,15711.33691,17661.5655,15946.03613,11626.96,11930.83789,2.0665,2.44491291,260.4578,324.3111877,47415.7493,47532.41406
2278.8783,2215.962158,132.5043,170.3039398,15593.746,19371.42773,17699.9162,23916.29883,12570.8778,13587.93066,14.5213,2.847057581,268.5217,338.724762,48558.9656,61058.80469
2317.3478,2228.22876,130.1899,186.1465607,15636.3353,18982.68555,17891.4636,23858.96289,12446.96,12616.45605,13.2564,6.591461658,242.7192,364.8189392,48678.2722,56954.04688
2265.0284,2221.702637,156.8477,152.668869,16129.315,18641.32031,18348.38,25104.93164,13212.5247,12772.22461,0.2163,4.314982414,255.8884,384.2402649,50368.2005,59320.70313
2294.3063,2274.084229,163.8862,179.5137024,17725.7984,23702.01172,20318.2139,35410.00391,14364.3415,14226.89063,0.25,6.052399158,266.7342,393.1058044,55133.5305,75559.59375
2260.6264,2303.208984,159.6432,192.1590118,18604.4483,21950.02734,21778.178,27208.375,13107.5954,13742.40137,0.25,3.405997276,296.8515,377.6535339,56207.5928,67174.60156
2392.688,2265.99292,168.1553,157.8954468,17926.6964,17071.13477,20479.1647,17647.8457,12718.8608,12890.20801,3.351,0,269.1478,268.822937,53958.064,52311.34766
2230.5508,2151.319092,131.8714,173.305191,15703.8375,14582.70605,18174.7536,14951.64355,11969.16,11643.57324,6.6108,1.307484984,261.609,325.348053,48478.3931,43407.26563
2180.7796,2112.388428,134.1239,169.7892151,15544.2641,14991.78711,17812.9447,16076.42773,12056.54,11484.43652,4.46,2.144706011,280.0875,367.4176941,48013.1998,44339.96484
2199.6579,2157.027344,135.2583,151.938385,15262.3345,14614.62695,17564.6126,16858.67773,12001.41,12068.24219,1.561,0,263.9308,328.8458252,47428.7651,46133.57422
2267.6188,2227.66333,116.8216,160.5367889,15403.6279,14667.88281,17414.1718,16065.18848,12869.19,12304.20898,0.5,2.297549725,262.4188,295.1669312,48334.3489,45598.97656
2254.1507,2256.785889,129.2114,162.9703064,15266.8756,15249.49023,17544.0668,15684.92773,12897.69,12403.05078,0.36,3.117236376,252.3875,274.5081787,48344.742,47182.32813
2188.2119,2252.167969,123.4715,158.2113647,16358.4078,17549.04102,18648.1294,20008.45117,12911.45,12432.43066,0.57,2.250770569,258.5347,279.4615784,50488.7753,53902.86328
2189.9219,2291.551514,149.6457,152.7335815,16878.3423,20195.63867,19883.5654,24040.61328,12743.268,12952.37988,0.19,2.959512234,274.565,329.4401245,52119.4983,61287.32422
2180.0792,2194.470215,146.3146,164.4162292,16488.7416,16411.78125,19027.9298,18268.375,12859.7306,12500.40039,0.2,0.497722208,276.7083,303.9987793,50979.7041,51561.9375
2233.3246,2270.510986,167.6012,158.6824646,17243.216,21086.94727,20129.4529,27874.62891,14010.8565,14724.44238,3.5751,0.897235215,301.777,283.2155457,54089.8033,70147.83594
2271.005,2210.95459,206.6284,176.5460968,17323.6391,19846.12695,20503.6623,26397.18359,13570.0039,13638.04883,1.8025,2.308125973,325.8742,352.0045166,54202.6154,63520.16797
2232.9619,2163.653564,148.7448,158.9701385,16691.9297,16042.2666,19774.4285,17276.13086,12698.1919,12524.48633,2.18,0.056554753,304.6617,304.2908936,51853.0985,50187.49219
2242.0585,2214.334717,219.7719,177.1066437,17480.0049,19059.83008,20620.3276,24009.06445,13024.267,13416.54785,1.57,1.925739646,311.4431,343.8940125,53899.443,59876.13672
2209.6617,2246.801758,159.259,199.849472,18344.6933,19315.86328,21913.6413,22464.02539,12238.0989,13325.86426,1.95,1.579104304,302.6058,325.2938232,55169.91,58721.30078
2189.8584,2265.86084,150.6386,191.16745,18830.9005,19712.57813,22419.0875,22806.69141,11604.3225,12814.68066,1.15,3.176667452,301.8548,358.4925842,55497.8123,58120.6875
2213.9062,2259.199463,131.6099,189.6920166,17674.2471,22891.5,21036.4089,33970.53125,12398.043,13555.30859,1.45,5.613685131,292.198,408.5684814,53747.8631,71888.08594
2224.2079,2305.874756,125.7029,191.9767151,17553.5756,25841.39063,21022.1868,40310.54297,12984.3775,14864.22754,0.98,7.402195454,273.3439,464.8241577,54184.3746,81939.95313
2200.9458,2189.050293,124.9004,168.4668427,16833.4285,18534.08984,19995.3121,23371.57813,12433.9533,13003.83984,0.64,3.110663414,275.1141,390.3049316,51864.2942,58315.34375
2206.8064,2200.973877,149.4247,171.2077026,17399.6115,20370.80664,20756.1742,26630.74023,13140.1948,13815.81738,1.504,2.465294123,289.855,390.8505859,53943.5706,64336.36328
2198.8068,2287.914307,163.3176,151.026825,20390.3074,24200.04883,24958.9423,32335.09375,15061.0118,15387.31348,1.2687,0,299.4935,305.6640015,63073.1481,77910.64844
2336.8803,2376.909668,184.0048,197.9863434,24090.211,28834.79688,31556.0376,44785.69531,14861.6427,15955.25488,1.9144,3.966308594,364.4782,411.0107727,73395.169,91413.15625
2432.4155,2377.035889,234.8981,179.5004425,26898.2558,32235.51172,36960.1539,48180.16406,15076.3494,16354.2373,2.5312,1.113599658,349.9484,368.665741,81954.5523,101338.4453
2337.5208,2332.874756,235.6783,184.5098267,27706.5498,29859.90039,39302.0085,44729.82031,16369.6198,16438.85352,2.6003,1.37384975,365.0619,364.6899719,86319.0394,96901.92969
2393.9388,2342.195801,220.9553,212.2435608,28945.3223,32015.82031,41673.976,50516.35156,16457.9189,16971.48438,4.33,4.259319782,341.7111,402.509552,90038.1524,102914.7891
2324.441,2307.23584,214.477,178.5283661,30459.9423,33571.64063,44850.33,52919.00391,16322.2792,16867.09961,6.71,1.45003438,336.7159,407.1149292,94514.8954,106383.5313
2362.0496,2341.899414,295.3656,191.2290344,31405.2846,31020.66602,47911.5246,48294.17578,16704.1949,16969.91602,2.7841,2.946539402,336.8599,401.6047668,99018.0633,100901.6797
2398.4305,2408.181152,256.1821,219.4441376,34876.5656,37837.83594,55601.4257,64340.37109,18110.0813,18120.89453,0.7807,5.620053291,376.2924,430.9324646,111619.7583,124130.1172
2465.1909,2449.741943,242.6252,226.9026947,38384.2734,37289.59375,61957.2787,62829.42578,17600.4108,17833.77344,3.1298,3.597374678,391.3226,415.0659485,121044.2314,122243.9766
2517.4438,2453.907715,250.2549,220.5119629,38642.978,39102.50781,62110.6133,67073.52344,16211.2211,17719.08789,1.1235,3.204768181,395.1811,396.8522339,120128.8157,126779.3516
2331.3748,2341.722656,190.9118,195.7145844,34275.5395,32310.43555,54811.8733,52371.60938,17227.8586,16543.67188,0.4179,1.374020219,363.1934,314.2866211,109201.1693,106441.6875
2239.4526,2289.242432,188.1342,189.9320374,34297.9717,29145.99219,54748.4228,43761.03125,17226.9217,16670.37305,1.3,1.121714592,399.2598,368.9790344,109101.4628,95674.04688
2462.3901,2365.095215,203.48,201.1378937,38428.2243,35746.96094,64794.5508,58734.92969,18377.665,17978.63477,0.57,1.801174402,441.7776,412.4969177,124708.6578,117358.4766
2343.2532,2365.290039,233.6035,202.9829102,38239.2664,37163.56641,66236.8385,62569.00781,15970.7506,17861.10352,3.24,2.992569923,371.1606,384.2666321,123398.1128,122350.9063
2608.4388,2419.338623,267.2894,228.9584656,41779.4771,44118.28906,69617.7163,78644.60156,19945.5536,18935.62695,1.1417,3.24394393,419.4951,392.2029114,134639.112,146186.5938
2519.1911,2413.418945,178.8476,238.7530518,42201.9417,41316.00391,70446.0356,72663.34375,17311.924,17990.42773,0.82,4.07661581,390.0191,424.9152832,133048.7791,134474.2031
2553.6856,2432.362061,260.7516,240.6131592,42688.3267,41278.23828,72122.064,70916.51563,16917.7197,17802.52344,1.23,3.322350025,422.5968,435.7294617,134966.3744,133664.3438
2329.5045,2252.248047,201.5294,237.0165253,38922.8534,35162.68359,67002.7822,57552.16797,18498.25,16554.14648,0.58,0.14649573,359.103,363.1451111,127314.6025,114246.4766
2362.226,2329.733154,213.643,227.8301239,39233.0977,38627.99609,69291.2422,66324.39063,18022.5115,18230.12109,3.37,1.845645785,378.2038,434.8047791,129504.2942,127527.1641
2351.5403,2385.691162,213.977,226.5342407,40925.5934,40420.42969,73171.452,70498.10938,18441.4621,18392.49805,14.4,2.679115772,339.2013,388.2354431,135457.6261,132997.25
2423.7289,2394.250732,226.9463,222.7600708,44182.8558,42892.50781,79154.5068,75476.8125,18757.2609,18853.14258,4.87,2.037887812,380.4584,365.1478577,145130.6271,142472.8281
2267.5014,2400.674561,240.259,227.0588074,44573.1884,44209.50391,82742.5307,77282.10938,18726.4268,18643.26953,3.15,2.233769894,360.7005,374.3946838,148913.7568,145949.8906
2391.5333,2481.280273,231.2761,243.5255585,47983.4147,44976.16016,87369.5484,80906.16406,17108.0906,19140.12695,0.77,2.64850688,376.3037,445.5290222,155460.9368,150374.6406
2423.4081,2474.660156,243.9972,235.1372833,49296.8832,46666.34375,89963.2753,82635.01563,18094.4496,19151.47656,2,0.653153121,460.311,369.8579102,160484.3244,155929.1563
2261.0602,2398.005859,224.171,232.4897614,45577.3639,45613.69531,84719.4259,81961.97656,19805.3655,18611.99414,0.8363,3.019860029,400.9037,373.4176636,152989.1265,150337.8906
2357.4295,2397.5271,240.7769,210.4155273,47448.3553,46907.38281,88468.9923,83415.07813,19512.1806,19872.02148,0.6,1.740974903,407.8891,394.2145386,158436.2237,153553.7031
2450.7066,2398.11499,276.4004,219.6005096,46885.8144,44838.02344,87866.4409,79765.59375,19533.1909,19740.6875,1.0769,1.303118706,408.0956,382.9156799,157421.7257,148255.4375
2408.6661,2376.524414,207.6605,209.2984161,44024.956,41535.61719,81774.2178,71942.60156,19165.2883,18758.46875,0.6,1.535745025,397.4053,359.8520813,147978.794,136647.7813
2362.1881,2325.050537,191.1363,188.7083893,43136.4717,36231.42188,78943.8212,57691.6875,19265.3895,17846.4375,0.43,0,373.4486,341.9246826,144272.8854,117376.3125
2445.4327,2430.241943,203.6673,235.7702637,43633.6425,39539.57031,79205.2147,67543.54688,17715.1337,18290.92969,0.2241,2.459558725,426.6703,403.5371704,143629.9853,129132.5
2496.4116,2470.736572,150.328,195.1033936,42797.486,38529.47266,75230.6131,64051.08203,16997.4088,18171.37891,2.3459,3.504737616,430.6122,426.5711365,138105.2056,124984.3281
2200.8813,2310.265137,213.519,210.7312622,38213.7864,38895.875,70259.0855,68681.98438,18589.6,18107.81055,0.9435,4.05711937,362.54,366.1263428,129840.3557,130491.0469
2186.4543,2305.638184,142.5757,222.9630432,37248.7678,39248.09766,66185.7031,71024.95313,18497.1562,18819.41602,2.78,5.777619362,367.9063,410.9135437,124631.3434,131912.7031
2152.7777,2274.228516,172.3544,199.3894501,37483.198,38443.94922,66148.0384,68778.10938,18303.9384,18552.17969,14.38,3.302987099,343.0426,336.4668579,124617.7295,130685.1016
2266.8812,2394.977783,162.1569,198.5549927,39787.728,42834.25781,71188.8875,76086.30469,19452.0543,19322.53906,8.9487,1.761484504,359.5432,311.396759,133226.1998,143673.5156
2414.1015,2448.222412,170.8042,194.9698792,40288.5634,43466.61719,73643.3946,75208.28125,18885.6067,19766.3125,3.8446,0.328663409,392.185,340.1160278,135798.5,143276.3281
2484.1373,2417.691162,134.2124,204.4331055,39148.8265,34685.18359,69415.1381,58599.94922,17085.8967,17715.53711,0.25,1.249195576,440.8743,373.0527649,128709.3353,112549.1016
2496.8904,2490.273926,199.6183,209.7898407,42203.7812,41445.9375,74379.8211,73629.25781,17616.3302,18227.0293,0.29,2.151820183,437.6738,355.5667725,137334.405,136882.5938
2581.0767,2453.151367,141.1905,163.0369873,41009.6848,38380.19531,74254.327,66900.46094,19807.2471,18258.02344,0.25,5.101309776,422.5377,392.9872742,138216.3138,123301.4375
2374.3722,2332.015381,163.8666,191.4821167,34907.1341,30411.22852,60075.2521,49639.49219,18341.7268,16917.40625,2.86,2.252389193,402.9698,363.3388367,116268.1816,98407.07031
2208.5739,2273.613525,164.7367,162.6728058,29669.7464,23441.61523,49097.4191,34657.33594,16796.8894,15481.50098,0.44,1.460877419,392.7625,305.5774841,98330.568,77423.5625
2365.4096,2355.690186,166.7761,180.9403534,31687.9578,31555.83789,53763.9543,52019.80078,17822.7515,17191.23438,0.26,2.29104352,382.7189,335.4904175,106189.8282,104708.8516
2357.2857,2417.178223,180.9735,195.5629578,33682.7087,37636.58203,59284.3778,64270.77344,18277.2639,17965.51953,0.46,3.259172916,404.1562,383.8371277,114187.2258,123884.0156
2519.9366,2313.276123,176.7704,209.0721893,33731.73,31380.00781,55995.3561,48989.51953,17284.9263,16421.52148,6.38,0.96872741,427.7191,414.4502563,110142.8185,100331.4063
2437.7328,2392.101807,182.0324,173.6536713,35750.4886,32679.5332,59876.4526,49252.76172,17330.8692,16705.85547,2.7349,0,490.62,372.8122253,116070.9305,102116.9063
2287.328,2293.120361,149.8314,193.4000397,32223.0246,27531.29492,54143.968,41559.01953,17626.4194,15905.83691,2.7864,2.062734127,411.0745,354.1212158,106844.4323,90353.67188
2385.2616,2285.259277,158.0036,177.1331482,32439.7374,25429.41016,54476.7399,39334.81641,17912.125,15651.69629,5.7527,2.195372343,383.1492,372.0100098,107760.7694,84598.22656
2310.4085,2347.783203,113.0457,211.6526337,31877.6928,31384.03516,52157.8944,50556.33594,17584.5286,16651.39453,6.396,5.694206715,430.6716,435.8081055,104480.6376,100210.2969
2263.4503,2277.432617,146.8702,162.1856537,30799.6546,27160.79102,50510.8205,39433.62891,17662.5259,16069.66895,7.8558,0.352318704,408.7203,386.0280762,101799.8976,87983.69531
2392.0346,2259.30127,118.7832,173.1380005,30052.4335,26513.83789,48962.1153,38547.07422,17374.1837,15830.71777,3.8765,1.057670116,390.3746,399.4750671,99293.8014,85501.67188
2483.1436,2374.558838,198.63,188.8646698,38191.9211,35768.35938,64922.6006,56776.0625,18130.3812,16962.34961,2.56,1.128712535,472.3988,371.0196533,124401.6353,112451.6016
2378.8654,2326.014893,206.1074,189.7783813,30181.867,26452.35938,47913.15,37599.80078,15370.8094,15032.48926,0.6509,1.351434946,443.5146,380.197052,96494.9647,81791.55469
2217.0782,2291.655029,205.9911,186.6267242,29983.3391,28473.19727,48273.4273,42233.99219,16382.6343,16041.12305,0.38,0.675249219,409.9212,383.6915283,97472.7712,92697.10156
2329.0142,2271.142822,232.5596,204.1537933,32785.1185,33185.85156,54876.1296,52415.94531,18573.2092,17693.27734,0.27,0.337307125,433.2684,389.9375,109229.5695,109042.8516
2336.4602,2234.364502,273.5254,209.2519684,34503.4988,33304.42188,56968.4388,54419.01953,18136.9928,17419.19336,0.25,0.548442781,434.3083,403.9011536,112653.4743,109726.8047
2510.3551,2358.593994,276.6053,216.5087433,38386.1708,37868.08984,65312.4455,62825.11719,19081.4438,18388.73438,3.44,1.585123777,475.6685,424.0984192,126046.129,122903.8984
2465.8746,2339.942627,233.796,209.6582031,36470.1706,34009.63672,61126.8268,55320.39453,18180.3284,17470.2832,7.32,1.100705743,476.5998,421.6776428,118960.9162,110116.8438
2361.8092,2242.934814,190.2219,157.9928894,28661.2107,27134.75586,44297.2657,41246.07813,15762.8314,15146.10449,0.42,1.309904099,436.8835,435.4015503,91710.6424,86317.0625
2401.8794,2308.530029,215.7345,202.6710968,32379.4868,30861.42383,50747.7956,48497.46484,16262.7164,15720.63379,0.23,3.258174658,431.8746,473.4758606,102439.7173,96744.42969
2405.5341,2315.656494,282.6766,225.1955566,35761.0784,35376.28906,58941.1386,55626.57031,17622.472,17037.10938,0.23,1.95480895,502.1352,417.2970581,115515.2649,113403.2734
2382.4994,2254.78125,259.1198,181.5788574,32531.0773,28723.52539,50674.0243,43411.55469,17437.2968,16127.44043,0.21,4.050966263,509.973,482.9708557,103794.2006,92722.44531
2154.899,2178.856934,198.2661,183.230835,22199.1766,22060.31641,30148.0067,34050.14844,14276.8232,13823.14063,0.26,7.669769764,403.0329,424.9264832,69380.4645,69680.71094
2119.6312,2142.891846,183.2517,152.5421906,19541.0031,19167.49414,25597.9484,26191.97852,13912.647,13175.09473,1.7319,3.109388351,364.6495,380.2206421,61720.8628,60614.69531
2055.7302,2169.117432,171.2616,135.4362488,18843.7075,19285.66211,24234.2157,25016.50586,15045.6836,13331.30176,2.4059,1.194669604,418.0627,322.4891663,60771.0672,60253.72266
2218.7002,2244.5896,153.899,164.687088,19650.4323,23178.39844,25714.2635,31721.2207,14272.0623,13927.33887,0.23,1.677810073,355.0242,369.1438599,62364.6115,72621.00781
2219.3642,2292.41626,171.7863,183.2101746,20346.4878,25045.35156,26160.6966,37127.00781,12579.1274,14125.49023,0.33,5.016503811,384.635,428.657074,61862.4273,78653.54688
2135.1172,2156.83252,191.3506,195.2975311,20229.0853,24842.38867,26749.3109,37135.04688,14822.5445,14201.28223,3.1,0.946656048,346.9623,331.1799316,64477.4708,80025.89063
2421.2111,2306.890625,251.4674,209.2516785,26520.0741,31373.20898,38194.5982,48980.42578,16274.067,16790.24805,3.965,3.406948805,426.6313,405.734436,84092.0141,101125.9766
2304.9627,2281.988037,270.8727,187.1077271,27369.6433,27363.4668,39331.2671,41312.08984,15878.5495,15792.46191,2.65,3.093830585,437.8074,408.6916809,85595.7527,88442.98438
2257.7943,2163.735596,247.7009,160.1737518,21877.728,18126.0625,28610.5238,22164.35742,13209.31,12976.94043,0.9913,0.361960709,450.1566,362.7026672,66654.2049,58259.44922
2413.9119,2145.167725,201.1365,136.9323578,21600.6136,18599.85352,27480.0969,22929.24414,14375.7701,13267.31738,9.8767,0,427.269,357.174469,66508.6747,58962.26563
2189.8308,2192.952637,188.8031,172.764389,18735.1069,19393.30078,24053.0668,23409.95117,12706.2771,12922.55859,2.51,1.688828468,391.4826,394.0782166,58267.0773,59580.71875
2337.4221,2349.94043,240.0246,200.9976196,25164.5981,28894.79688,34997.9869,43271.89453,14266.4735,15856.16309,2.4616,1.927573085,433.5868,390.7542114,77442.5536,91153.35938
2161.4721,2151.729492,201.3003,169.0634308,20787.8497,18173.66602,27996.88,21765.74414,13620.3813,12555.51367,2.32,1.254001737,410.9652,372.5709229,65181.1686,57354.89844
2123.8044,2080.881836,202.4093,123.9821625,18119.7115,16398.64648,22883.8001,19851.46094,12565.6379,12584.0127,1.7228,0,366.1603,363.3730164,56263.2463,52158.78125
2141.3903,2073.769043,206.3436,113.1667862,17238.322,17543.8418,21313.6835,23352.59375,12342.5969,12543.17871,2.13,0,378.0213,394.3608704,53622.4876,56194.66797
2070.5022,2145.743896,213.7945,151.0996704,16973.2495,17220.70703,20369.0753,20542.77344,11659.5942,12130.58789,2.52,0,367.9312,338.3827515,51656.6669,56801.60547
2014.2414,2047.153687,153.8693,120.2171555,16876.0346,17368.3418,19886.4847,20184.5,12069.617,12433.42871,0.783,1.329652667,379.8625,400.6598206,51380.8925,54791.58984
2005.5488,2168.743652,135.331,114.8129578,16508.6263,17219.55078,20072.4321,19065.57422,11323.1453,12592.13281,0.96,0.28092286,389.6581,317.4447021,50435.7016,52822.79688
1998.2664,2283.108887,149.5131,170.7756042,17140.0903,19932.55664,20552.9163,22340.98242,11231.524,12532.50977,1.22,2.048434258,402.6347,320.2747498,51476.1648,59387.33594
2002.3319,2227.084473,139.3534,150.3274994,17339.5438,19336.49609,20650.4663,25361.57031,11716.2926,12707.19531,0.48,2.879257679,366.2935,333.5278625,52214.7615,60436.66797
2133.0988,2217.926758,151.0505,167.3917084,18374.5781,21081.25977,21987.246,30103.66992,12900.6954,13668.80469,0.1674,4.51118803,404.8442,407.8649292,55951.6804,67194.375
1941.7783,2178.750244,170.5343,184.2684631,16026.3489,17864.61133,19279.7986,19788.06641,11331.6419,12318.70898,0.1,4.606174946,389.1909,413.4760437,49139.3929,53635.67188
2006.5309,2119.171631,139.1329,170.9880829,15442.974,15456.75684,17804.7557,17093.34766,10912.1783,11639.91309,0.1,0.393725932,363.764,357.5974121,46669.4358,47045.88281
1931.5283,2135.333252,138.5951,159.2924805,15119.5257,16200.60156,17630.4266,19705.61914,11253.0853,12171.18945,0.11,1.139772892,354.1998,376.802002,46427.4708,50094.37891
1951.0537,2106.348145,145.2748,175.632019,15814.0057,17510.63281,18585.6744,19542.74609,11313.6339,11512.12793,0.12,1.29361999,392.9842,421.7055969,48202.7467,51031.22266
1891.497,2071.996338,146.027,176.0052338,16445.9324,17490.54492,19059.5981,17786.63281,10454.4806,11279.68164,1.0272,0.023373609,384.2208,398.306366,48382.7831,48731.47266
1949.9873,2121.873047,139.6643,162.197876,16578.2549,18202.67188,18648.8778,20416.79492,11317.045,12240.0459,0.3251,1.21269083,416.9086,383.9723206,49051.063,55295.88281
2144.3773,2208.979248,203.8657,169.8625946,19539.2667,23056.54102,23434.9278,32917.25391,13686.9457,14954.30469,0.15,0,431.8577,376.6812744,59441.3909,76306.375
2205.8708,2202.659424,144.1898,174.9561768,17500.01,21722.51172,21133.4703,31568.61133,11556.2027,13361.4834,0.3998,4.793507099,486.4349,440.7294006,53026.5783,69120.34375
2003.3737,2146.247559,156.4037,154.3981781,16288.1182,14743.65332,18729.5922,18148.90039,11522.8702,11861.25586,0.1577,1.135068059,395.6671,354.5758057,49096.1828,46260.98828
2031.1665,2142.494629,165.3362,151.6867676,16195.5097,14412.1875,18634.7002,16144.35938,11482.268,11522.00391,0.1433,0,399.2612,346.8612671,48908.3851,45146.85938
2097.1974,2114.921143,204.1946,135.5200958,17055.4092,15895.84766,19119.8634,17638.9668,11737.1916,11309.53711,0.3893,0,447.2418,409.773407,50661.4873,47913.17188
2069.8828,2280.769775,221.0048,234.2073517,16876.5501,26227.15234,19480.6632,36234.76563,12340.6433,13886.76563,1.9906,3.1412673,414.5728,468.5203552,51405.3076,79378.46094
2393.9647,2238.950928,229.5291,233.930191,20220.8143,21337.03516,22549.3867,24343.89648,13588.2263,12251.24121,2.8663,3.396145344,535.1215,440.1577454,59519.9089,63118.90625
2118.9175,2021.651855,155.94,195.4322357,16776.8675,18335.02539,18736.0938,25866.44141,11121.7915,11133.61523,1.5816,9.914619446,529.9784,509.3302002,49441.1703,54700.625
1980.6189,1915.128296,201.8715,143.4865875,15970.3021,15988.35352,18187.2331,21079.2168,11336.3447,10084.55566,0.6274,8.559502602,416.7497,507.3684998,48093.7474,48503.35938
2010.3286,2008.157959,203.9731,186.6088257,15978.8949,17180.89453,18102.6449,17299.875,11245.8643,10216.54004,0.6306,4.922270775,417.5745,440.9144897,47959.9109,48121.98047
2013.4492,2065.716797,202.6119,182.1954803,15930.2006,18251.02344,18024.4753,17783.9668,11159.725,10316.875,0.6096,6.525734425,418.6366,469.7496643,47749.7082,49947.74219
2033.054,2051.73584,156.8908,175.2677155,15853.5911,16938.48438,17988.239,16891.3125,11083.3413,10801.51465,0.6231,2.37477231,416.8075,418.6547852,47532.5468,48890.37891
2039.0486,2009.386475,194.335,140.791626,15881.8439,17043.48633,17977.0384,18512.92969,11209.9638,11013.5459,0.5995,0.866483092,417.5756,444.7042542,47720.4048,49234.9375
2039.5712,2038.795288,186.7892,148.2674713,15841.8281,18572.08203,17893.3451,22879.79297,10818.5613,11993.92383,0.6461,1.142500997,417.167,456.9624023,47197.908,57037.42188
1975.9174,2064.699219,264.4649,153.6703339,16881.1146,20490.86914,19645.6054,25599.82031,12025.0903,13470.83984,2.2551,0,505.7955,434.1490479,51300.2432,64207.73438
1987.1651,2003.278564,129.2398,114.9359665,16420.1726,17092.31836,19113.4355,21930.45117,10990.6226,11334.4707,0.3028,0,429.1361,435.4963074,49070.0745,53975.58594
2007.1195,2092.903809,143.038,170.857254,15718.6988,15893.59961,17382.2431,16668.22461,11169.3426,11013.78516,1.798,0.451306134,438.4127,412.9315491,46860.6527,46506.05469
2096.0274,2126.130859,130.9173,164.857132,15273.129,14347.93359,17073.028,15492.66992,10859.2813,11041.47266,0.1983,0.042539008,408.2669,386.2930298,45840.8482,44182.66797
2133.2106,2147.452637,126.5465,173.0887909,15977.6169,16572.61133,17927.1086,18478.83594,10558.0571,10882.52734,0.2025,3.080271959,423.0547,448.5279846,47145.7969,49258.29297
2093.0294,2144.156494,119.6625,191.1426086,17049.5354,19898.57031,18869.1826,19540.62305,10053.0252,10806.32715,0.3563,4.144841194,442.5328,505.4262085,48627.3242,54232.72656
1942.3842,1972.199585,123.7155,145.9431,16338.0877,15089.48926,17849.3911,14874.02051,10644.6222,10089.36523,0.2197,0,431.0854,393.6444702,47329.5058,44299.44141
2004.8034,2045.196045,140.3928,159.0531921,15968.8825,15884.62988,17495.9166,16975.33789,10871.6916,10863.23633,0.1728,0.409713566,453.781,421.5392761,46935.6407,46754.86328
1973.38,2052.507568,143.7963,156.1859741,16038.7458,16006.16113,17342.7609,20099.87305,10986.2628,11242.3418,0.4755,3.496610403,446.2926,455.4100952,46931.7139,49373.16797
1955.1228,2161.144287,137.6251,200.7625732,15659.5647,15713.43066,17115.6267,18512.21289,10958.1641,11669.59082,0.5394,4.499608517,465.7986,417.487915,46292.4414,47565.40625
2002.9545,2152.677734,120.2585,175.6776276,15586.6533,13774.42578,16951.975,15033.75391,10785.7399,11389.68945,0.2498,1.028973937,471.7062,356.7298889,45919.5372,42630.92969
2031.2888,2137.747314,141.0462,165.9087524,16323.3911,13701.49023,17862.3523,14237.48535,11215.3746,10792.96191,1.4635,0.382334441,441.7139,349.6716309,48016.6304,41784.57813
2090.0643,2193.108643,132.9518,167.1196747,16630.717,15668.14844,18182.4337,17839.38281,11010.6774,10995.03223,1.5108,5.035170078,434.8884,408.5195618,48483.2434,46527.78516
2020.4925,2188.220703,113.0356,214.7162018,15961.1806,17128.89453,17052.7553,14907.29004,10768.869,11010.2793,0.2836,5.286393166,440.5623,389.4243469,46357.1789,43693.12891
1988.6928,2104.076904,113.7965,185.025116,15932.8226,16444.67578,16934.3152,14658.36719,10775.4969,11337.85352,0.3541,0,454.6111,412.856842,46200.0892,47076.90625
2037.136,2102.831055,142.4271,170.5432129,16070.4848,17765.63477,17022.2265,16027.46094,10993.3283,11310.54102,0.5043,0,449.3074,411.9996643,46715.4144,50152.98828
2061.5728,2164.328369,137.5916,192.2812195,15993.3576,16057.69824,16964.5257,17011.92383,10994.1621,11639.08203,0.5141,0.363374144,438.8753,376.8907471,46590.5992,48081.14453
2065.5677,2176.577148,126.3174,192.5182343,15853.982,15391.37598,17060.469,15290.03223,11035.7655,11532.4043,0.319,0,435.9952,342.362854,46578.4158,46181.58594
2093.7735,2136.371094,125.0686,170.9054108,16541.2756,14901.88574,17844.2715,15760.76074,10516.8617,10876.70898,0.3607,0,486.1351,371.4529114,47607.7467,45381.6875
2112.2857,2118.25415,143.1899,164.8861694,17621.1968,19550.20508,18517.0689,19531.19922,10090.9461,10606.2334,0.6678,0.493269384,493.9627,486.3539734,48979.3179,52968.03125
