date,sum,day,night,sum_c,day_c,night_c
,,,,1936.9627,1197.1984,739.7731
,,,,2835.5744,1856.8876,978.6878
,,,,4432.927,2867.8772,1565.0301
,,,,3417.7815,2684.3715,733.4099
,,,,2720.7767,1711.16,1009.6169
,,,,1964.06,1570.4899,393.57
,,,,5177.8409,3289.9516,1887.8594
,,,,1316.5801,929.8798,386.7001
,,,,32.0698,21.1602,10.9101
,,,,5183.5199,2876.3508,2307.1691
,,,,3622.5462,2527.9601,1094.5863
,,,,154.4601,104.4699,49.99
,,,,487.6994,327.3622,160.3373
,,,,128.1196,90.1996,37.4407
,,,,2387.3189,1765.3202,621.9974
,,,,4259.4178,2748.9785,1510.4297
,,,,4205.6799,2964.457,1241.2227
,,,,1506.9741,1138.0743,368.9
,,,,4952.1988,3134.9926,1817.196
,,,,4810.5676,3150.7668,1659.8005
,,,,3629.229,2959.1327,597.127
,,,,3061.2229,2078.7227,982.5399
,,,,4194.8742,2776.9601,1417.9142
,,,,9809.6406,6895.7169,2904.0002
,,,,2560.6652,1850.2347,710.4213
,,,,2214.5501,1795.78,418.7399
,,,,4169.4074,3337.2919,832.1152
,,,,3532.9197,2374.9391,1157.9807
,,,,3149.0853,2411.7057,737.3796
,,,,1453.9801,1356.5298,97.4499
,,,,8157.2626,5833.8631,2323.3998
,,,,2747.9039,1831.6541,916.2499
,,,,2021.0901,1511.8001,509.29
,,,,1087.1,776.6901,310.41
,,,,4435.7437,2205.2291,2231.195
,,,,3526.69,2417.6498,1109.04
,,,,3750.5299,2999.4002,751.1301
,,,,3036.5701,2481.4099,555.1599
,,,,1435.9443,1093.7746,342.1701
,,,,1153.4746,717.4247,436.05
,,,,1269.1076,918.8536,350.2441
,,,,3364.7869,2285.3871,1079.3802
,,,,2040.4733,1564.9884,475.4848
,,,,5015.4203,3935.0804,1080.3398
,,,,1835.3694,960.994,874.3756
,,,,2852.2736,1857.2347,995.0693
,,,,1781.8167,1177.4467,604.3901
,,,,1938.9229,1407.8066,531.1163
,,,,0,0,0
,,,,1795.657,1043.9218,751.7352
,,,,2776.47,2102.8401,673.6401
,,,,3203.8426,2236.2484,967.5942
,,,,2850.4685,1455.31,1395.1485
,,,,5108.7119,2887.8354,2220.8768
,,,,6858.7822,3806.8853,3051.8869
,,,,8899.9004,6267.6915,2632.1792
,,,,4643.0113,3122.8488,1520.1627
,,,,4668.3529,3481.4288,1186.9254
,,,,2699.1209,1849.0739,850.0464
,,,,2166.2822,1600.9021,565.3998
,,,,3158.4582,2283.868,874.5802
,,,,4340.2822,3248.1806,1092.101
,,,,1722.516,1163.1241,559.3918
,,,,157.4316,111.8909,44.4476
,,,,7047.3033,3883.0206,3164.283
,,,,2232.8931,1443.9928,788.9001
,,,,1391.5406,735.6105,655.93
,,,,3180.0032,2252.6419,927.3611
,,,,2921.5601,2080.19,841.3697
,,,,7432.9962,4656.7069,2776.2892
,,,,1183.422,935.0453,248.3764
,,,,1882.2795,1392.6599,489.6395
,,,,5771.2383,4344.5615,1426.6769
,,,,5141.18,3352.9999,1788.1801
,,,,3730.8405,3078.3831,652.4574
,,,,4385.41,2405.3902,1980.02
,,,,1598.688,1162.4783,436.2099
,,,,2634.7999,1964.7501,670.0501
,,,,3093.55,2209.84,883.71
,,,,2803.8303,2037.0048,766.8252
,,,,2451.8221,1729.972,721.85
,,,,1274.0001,801.7914,472.2087
,,,,4388.98,3582.0072,806.973
,,,,1965.4834,1089.8983,875.5851
,,,,626.3201,420.3099,206.0101
,,,,3133.1131,2391.5301,741.583
,,,,2925.3566,1825.0748,1100.2818
,,,,3492.5635,2461.1001,1031.4536
,,,,4308.7212,2854.04,1454.6813
,,,,3697.4343,2669.3471,1028.1373
,,,,2709.1212,1790.7912,918.3299
,,,,3393.9599,2486.7901,907.1698
,,,,2444.8167,1610.2559,834.5608
,,,,3136.83,2430.4001,706.43
,,,,15888.909,10690.7356,5198.1833
,,,,2301.736,1858.9445,442.7913
,,,,1939.35,1291.1799,648.1599
,,,,2745.0072,2019.9833,725.0341
,,,,2091.1202,1731.1103,360.0101
,,,,261.4328,173.0857,87.4301
,,,,1190.7401,999.1599,191.5801
,,,,564.3515,439.4716,124.8798
,,,,572.0228,509.5134,62.5094
,,,,1834.0094,894.9902,939.0191
,,,,3163.4135,2288.9148,874.4985
,,,,506.8421,344.9431,160.707
,,,,449.6599,298.5,151.16
,,,,4436.764,2860.5197,1576.2439
,,,,990.7301,673.5001,317.23
,,,,4169.4656,2780.3975,1389.088
,,,,1636.1791,1134.8499,501.329
,,,,2398.6669,2018.9569,379.73
,,,,3428.1501,2384.17,1043.9799
,,,,2138.3395,1718.3513,419.9879
,,,,1529.5717,1008.9868,520.5946
,,,,3901.4201,2725,1176.38
,,,,3262.8101,2345.89,916.9201
,,,,4194.5888,3309.0189,885.5701
,,,,1711.7512,1187.9611,523.7901
,,,,3024.3279,2172.1828,852.1454
,,,,1.8549,1.37,0.4849
,,,,0,0,0
,,,,1.7475,1.4376,0.3
,,,,2396.7533,1669.9533,726.7901
,,,,2320.7049,1336.2062,984.4988
,,,,1604.0677,1260.5671,343.5001
,,,,3880.4752,2322.9851,1557.4899
,,,,797.5128,514.3939,283.1286
,,,,2401.93,1834.23,567.6999
,,,,13093.69,7456.3,5637.39
,,,,2633.9972,1919.4453,714.5519
,,,,2295.1819,1492.9801,802.2018
,,,,2924.8483,1942.3895,982.4586
,,,,2419.3517,1566.8253,852.5262
,,,,2984.0241,2187.0299,796.974
,,,,363.7033,235.2712,128.4422
,,,,1160.6716,779.7466,380.8846
,,,,4924.6113,3680.5401,1244.0814
,,,,2382.8342,1800.2873,582.5467
,,,,2493.3652,1689.25,804.1148
,,,,5593.0868,3005.7417,2587.3449
,,,,2927.7228,1955.3552,972.3473
,,,,1247.0213,1032.2015,214.8399
,,,,0.3323,0.1625,0.1698
,,,,4186.5368,2480.1474,1706.3692
,,,,2614.4101,2063.28,551.1501
,,,,1271.7827,929.1006,342.6923
,,,,3843.8509,2855.1205,988.7501
,,,,389.3105,332.1705,57.15
,,,,4.86,3.6,1.26
,,,,907.2235,673.5022,233.701
,,,,658.2832,458.5952,199.6677
,,,,927.05,618.34,308.71
,,,,0,0,0
,,,,483.2704,381.7105,101.56
,,,,4568.5025,3200.2094,1368.2931
,,,,2610.9183,1699.5183,911.42
,,,,1313.6464,949.9069,363.74
,,,,1467.35,917.6201,549.7
,,,,5344.989,3526.3599,1818.6592
,,,,4023.8909,2423.7927,1556.8926
,,,,479.9566,329.6833,150.2832
,,,,2766.7717,1697.5036,1069.248
,,,,1892.0504,1142.4892,749.551
,,,,2654.5648,2124.8548,529.7
,,,,13.9397,10.6804,3.2693
,,,,278.5085,183.04,95.4485
,,,,0.01,0.01,0
,,,,2315.911,1375.4783,940.4225
,,,,1647.6559,1412.2199,235.4259
,,,,2766.4868,1808.52,957.9866
,,,,1186.6859,837.3549,349.331
,,,,660.6102,451.1399,209.43
,,,,3833.3122,2584.62,1248.7121
,,,,6145.7665,4427.55,1718.2068
,,,,1155.3593,854.4499,300.9088
,,,,2830.4536,2076.3803,754.0733
,,,,994.7378,733.4875,261.2501
,,,,3004.8103,1989.6919,1015.1186
,,,,0,0,0
,,,,2701.8996,1908.256,793.6436
,,,,5514.8674,3878.48,1636.3772
,,,,3982.6326,2826.9147,1155.738
,,,,0,0,0
,,,,383.8628,284.4222,99.5707
,,,,96.9423,66.0608,28.3954
,,,,1330.3295,711.8695,618.4502
,,,,570.3777,443.8765,126.4914
,,,,1291.8489,791.6988,500.16
,,,,189.2513,167.1532,22.098
,,,,5075.2632,3034.6636,2040.5995
,,,,2106.4011,1191.926,914.4753
,,,,8013.8359,4977.1,3036.7364
,,,,2252.77,1191.93,1060.84
,,,,1782.4136,501.5369,1280.8766
,,,,610.5607,369.6449,240.916
,,,,13225.8142,0,0
,,,,8544.8783,0,0
,,,,22313.4702,0,0
,,,,2798.4653,2360.6216,437.8437
,,,,3146.0401,2204.4982,941.5418
,,,,2046.5379,1502.2434,544.3144
,,,,1524.2055,713.5532,810.622
,,,,4614.5839,3594.8014,1019.7824
,,,,9605.2898,7605.6401,1999.65
,,,,1957.6201,1397.3107,560.31
,,,,1094.6872,716.8874,377.8203
,,,,735.3344,469.8831,265.451
,,,,460.0459,313.5687,146.4771
,,,,975.0123,518.4099,456.6222
,,,,1.25,1.25,0
,,,,153.0642,100.9041,52.18
,,,,1331.8527,853.6429,478.1999
,,,,342.2041,266.5233,75.6908
,,,,671.7578,452.3742,219.4339
,,,,993.9782,644.1478,349.8807
,,,,935.868,575.4511,360.4068
,,,,1597.6973,1003.9562,593.7417
,,,,3535.1152,2276.1367,1258.9783
,,,,558.934,409.6026,149.3314
,,,,3449.1292,2184.4485,1264.6806
,,,,2921.25,2176.81,744.4399
,,,,2894.3401,2045.6399,848.6999
,,,,180.6186,136.901,42.5592
,,,,2366.7201,1608.9299,757.7901
,,,,947.8742,716.8401,231.0339
,,,,3411.8938,2799.6901,612.2037
,,,,2591.4106,1466.7703,1124.64
,,,,1627.8132,1032.8582,594.9552
,,,,0,0,0
,,,,1907.1421,1334.56,572.5819
,,,,3153.7828,2614.3816,539.4008
,,,,2417.5239,1919.7039,497.8
,,,,330.3029,201.2407,129.0619
,,,,629.3821,479.0078,150.3744
,,,,1023.7756,813.5557,210.2199
,,,,579.5448,407.6401,171.9045
,,,,3893.3555,3021.6001,871.7456
,,,,3215.8627,2511.72,704.1428
,,,,890.5301,583.7701,306.76
,,,,1398.8509,1049.4322,349.4183
,,,,3116.63,2318.3399,798.29
,,,,2041.3529,1327.0831,714.2698
,,,,4784.813,3670.2335,1114.5797
,,,,172.5565,111.7,60.8567
,,,,596.8129,447.7166,149.0864
,,,,1039.5298,647.2854,392.265
,,,,1068.2195,574.5622,493.6681
,,,,910.9629,618.6092,292.3425
,,,,1857.5305,1171.2297,686.3005
,,,,835.6082,519.2081,316.3905
,,,,904.5788,690.2654,214.2936
,,,,2107.5973,1570.3712,537.2663
,,,,34067.6688,25707.7387,8359.93
,,,,8181.9907,5799.7301,2382.2606
,,,,3103.9869,2056.1,1047.8868
,,,,2867.3226,1615.8665,1251.456
,,,,2569.2988,1528.0914,1041.1875
,,,,4030.3489,2992.9883,1037.3605
,,,,2080.3799,1484.4799,595.9001
,,,,318.4697,236.0017,79.6273
,,,,2906.8419,1756.9844,1149.8577
,,,,1458.1336,738.3571,719.7763
,,,,4559.6191,3071.4727,1488.1469
,,,,41.4698,27.4401,14.0298
,,,,2721.2883,1500.2627,1221.0357
,,,,993.0194,605.0752,387.9731
,,,,5383.0057,4095.0392,1287.9565
,,,,2397.1022,1579.9267,817.1741
,,,,5943.1468,4155.994,1787.1512
,,,,1156.32,930.1699,226.1502
,,,,16458.6381,9980.838,6477.7999
,,,,2596.4977,1732.9466,863.5711
,,,,3653.4188,2060.0522,1593.3464
,,,,2850.9274,1602.4962,1248.4312
,,,,1944.3142,1179.88,764.4343
,,,,6064.4555,4503.124,1561.3114
,,,,4108.9604,2868.5562,1240.424
,,,,36.27,20.92,15.35
,,,,2801.0588,1856.6899,944.3785
,,,,1989.2253,1605.4938,383.7315
,,,,1830.1891,1074.5757,755.6134
,,,,2392.9573,1801.4764,591.4808
,,,,0,0,0
,,,,906.1198,597.1897,308.9299
,,,,816.22,565.43,250.79
,,,,1641.5,1101.2499,540.2498
,,,,1718.8079,1367.1378,351.6699
,,,,1638.6996,1165.7311,472.9683
,,,,2683.6054,1906.9254,776.6801
,,,,1257.2099,963.32,293.8899
,,,,0,0,0
,,,,3835.7589,3122.3986,713.3604
,,,,3781.3634,2812.2599,969.1038
,,,,1391.8448,931.8963,459.9484
,,,,2089.2712,1442.1278,647.1435
,,,,15.5426,11.01,4.5326
,,,,1496.2643,782.2642,714.0003
,,,,2672.1601,1748.8199,923.34
,,,,4745.1798,3846.3101,898.87
,,,,3643.0999,2323.4213,1319.6789
,,,,0,0,0
,,,,2382.0232,1641.9346,740.1088
,,,,6129.6303,5146.7399,982.89
,,,,0,0,0
,,,,242.3248,138.925,49.4823
,,,,74815.5909,53152.2502,21663.3408
,,,,2038.7493,1352.4145,686.305
,,,,119.7353,97.3364,22.0189
,,,,4351.5516,3012.476,1339.0754
,,,,1859.6701,1172.5899,687.0799
,,,,1600.3306,1110.3001,490.0305
,,,,813.3822,581.551,231.8309
,,,,652.1748,440.5975,211.5772
,,,,0,0,0
,,,,2015.2503,1459.6708,555.5796
,,,,898.8059,526.4145,372.3817
,,,,1203.5661,819.3526,384.2136
,,,,0.5154,0.2444,0.271
,,,,5.1938,3.7223,1.4708
,,,,0.2865,0.203,0.0835
,,,,3081.082,2167.252,913.83
,,,,780.7944,589.6563,191.1382
,,,,3542.3024,2345.4979,1196.8045
,,,,11703.97,8558.6198,3145.35
,,,,3501.7477,2352.88,1148.8677
,,,,2214.1546,1561.47,652.6845
,,,,3266.2401,2375.2902,890.9498
,,,,1507.8784,1061.3833,446.4951
,,,,2222.501,1209.353,1013.1477
,,,,7179.7816,4715.9575,2463.824
,,,,1408.7821,932.6022,476.1799
,,,,1124.7962,786.9159,337.8802
,,,,1870.0672,1558.7269,311.3399
,,,,236.5399,159.9699,76.5601
,,,,1541.6365,1107.4671,434.1696
,,,,2621.7558,1989.3479,632.4176
,,,,6710.0361,4658.774,2051.2724
,,,,3642.7105,2712.8144,929.9061
,,,,5083.5014,3305.7713,1777.73
,,,,1534.7783,800.1781,734.6003
,,,,1651.3905,1025.1123,626.2986
,,,,1710.5206,1078.1819,632.3391
,,,,2106.8494,1596.8641,509.9859
,,,,2038.978,1164.5252,874.4539
,,,,181.8211,133.2966,48.5241
,,,,1201.392,863.6506,337.741
,,,,330.9964,190.813,140.2038
,,,,2052.7772,1299.6794,753.0974
,,,,3600.5942,2040.4015,1560.1923
,,,,4402.0967,3096.5114,1305.585
,,,,2300.005,1476.2215,823.7836
,,,,1158.1185,790.0627,368.0559
,,,,1817.516,1332.2939,485.2124
,,,,947.8679,721.3319,226.5363
,,,,731.2483,508.1754,223.073
,,,,2025.4402,1330.0399,695.4001
,,,,2302.7488,1673.4478,629.301
,,,,133.0358,87.7985,44.918
,,,,2734.6497,1746.2499,988.3993
,,,,0,0,0
,,,,3986.1157,2753.9812,1232.1547
,,,,3784.1101,2827.7299,956.3799
,,,,1873.7594,1240.9326,632.8467
,,,,655.7213,489.4833,166.2377
,,,,6761.9201,4859.7999,1902.1201
,,,,2712.1714,1969.7673,742.4039
,,,,7542.7194,6296.2613,1246.4575
,,,,197.3002,176.6835,7.2543
,,,,8058.0633,5315.865,2742.2081
,,,,3687.03,2552.17,1134.8699
,,,,5099.0978,2941.3209,2157.7569
,,,,4727.5726,2485.6299,2241.9425
,,,,5267.1211,2999.8472,2267.274
,,,,5338.0337,3561.9362,1776.0977
,,,,6439.2763,4389.2201,2050.0562
,,,,5193.8065,4033.9455,1159.8607
,,,,2395.1999,1321.9277,1073.2723
,,,,6623.523,4401.79,2221.7329
,,,,6953.9526,4745.5455,2208.3769
,,,,1106.4502,783.78,322.6899
,,,,5865.1919,3382.66,2482.5317
,,,,3475.5774,1933.6829,1541.8845
,,,,857.5782,540.9255,316.6529
,,,,1646.2299,1161.9901,484.2102
,,,,3449.8266,2471.683,978.1536
,,,,3272.4576,2635.2029,637.2645
,,,,6439.2567,4418.8671,2020.3893
,,,,2975,1963.0799,1011.9302
,,,,2681.9659,1910.07,771.8961
,,,,1614.9021,1149.4576,465.4345
,,,,1347.98,981.42,366.56
,,,,1447.9599,1084.39,363.5699
,,,,525.5744,396.9449,128.6295
,,,,1981.2758,1378.4501,602.8258
,,,,819.5241,617.684,201.8399
,,,,3021.8899,2208.28,813.61
,,,,119.0399,80.9001,38.16
,,,,3512.5796,1932.0187,1580.5612
,,,,2311.0385,1354.8999,956.1386
,,,,932.2755,726.4688,205.8066
,,,,1886.1734,1200.2183,685.9552
,,,,2464.1202,1844.9101,619.2099
,,,,2828.1999,2187.67,640.5299
,,,,1028.1402,778.9701,249.1699
,,,,1407.8999,950.3099,457.61
,,,,254.8,181.9299,72.8699
,,,,843.0303,697.7052,145.3252
,,,,241.2561,92.11,149.1258
,,,,1899.6913,1286.2114,613.4699
,,,,2808.4921,2152.5119,655.98
,,,,2358.6012,1311.1247,1047.4767
,,,,2189.2065,1505.7623,683.4343
,,,,6949.9801,4759.8299,2190.16
,,,,1745.6204,1046.2636,699.3569
,,,,1697.9153,1138.2476,559.6676
,,,,3481.2679,2359.9517,1121.3063
,,,,2452.2801,1504.74,947.5101
,,,,0,0,0
,,,,1675.0151,1091.0615,583.9546
,,,,1794.7884,1133.7521,661.0459
,,,,1429.973,1006.3116,423.6608
,,,,1782.5148,1335.3594,447.1654
,,,,1579.706,1114.1231,465.6028
,,,,1614.9101,1200.6882,414.2425
,,,,2405.5037,1753.0621,652.4412
,,,,2057.2624,1730.6717,326.6109
,,,,606.641,430.0515,176.5998
,,,,1196.7,829.3799,367.32
,,,,2683.0536,1845.0923,837.9616
,,,,2229.1263,1321.7545,907.4219
,,,,1749.0681,1167.3755,581.6928
,,,,1859.3775,1238.3367,621.0104
,,,,4712.6816,3306.9577,1405.7038
,,,,1928.1231,1453.9825,474.1304
,,,,3714.7142,2650.4896,1064.1946
,,,,0,0,0
,,,,2406.99,1589.27,817.73
,,,,5334.61,3543.41,1791.2
,,,,5299.9745,3447.2947,1852.6798
,,,,9478.2103,5461.2601,4016.9202
,,,,1280.2794,923.8014,356.4779
,,,,2562.311,1154.1442,1408.1668
,,,,3288.8083,2388.7252,900.0831
,,,,5906.6234,4072.8034,1833.8198
,,,,1984.5999,982.32,1002.28
,,,,5167.5278,2942.6995,2224.8282
,,,,589.8602,447.2099,142.6601
,,,,1991.2099,1669.19,322.0101
,,,,765.1607,508.5601,256.6007
,,,,495.0601,357.8693,137.1809
,,,,2778.4799,2103.4201,675.0499
,,,,3155.2764,2079.5838,1075.6927
,,,,3123.6232,2525.4234,598.2101
,,,,10.63,7.0199,3.6098
,,,,318.9605,210.8437,108.1165
,,,,3337.0916,3258.5,78.6215
,,,,3525.5256,2440.9101,1084.6158
,,,,1423.2385,881.1636,542.0746
,,,,5776.0432,4642.0233,1134.0201
,,,,1727.1387,1169.2974,557.8414
,,,,1807.9729,1415.49,392.483
,,,,2003.347,1151.8281,851.5191
,,,,5637.1501,3986.8899,1650.26
,,,,226.09,151.23,74.8599
,,,,0,0,0
,,,,1595.2908,980.5,614.7909
,,,,4803.3614,3226.1921,1577.1694
,,,,4131.3912,3361.2201,770.1713
,,,,2277.1761,1667.1678,610.0082
,,,,2167.4508,1469.73,697.7207
,,,,452.43,358.6698,93.76
,,,,10.6247,7.0109,3.6139
,,,,9200.4484,6234.0248,2966.3934
,,,,9033.215,5987.3183,3045.8762
,,,,1752.6477,1331.7269,420.9206
,,,,2419.4804,2012.0329,407.4473
,,,,1567.5321,1236.7479,330.7338
,,,,841.101,576.6027,264.4882
,,,,18.6728,12.1999,6.4729
,,,,5498.8744,3476.7007,2022.1738
,,,,6680.6884,3920.9385,2759.7502
,,,,7016.0301,4375.99,2640.0403
,,,,1246.311,743.42,502.8607
,,,,879.6306,595.3204,284.3099
,,,,5091.689,3788.0242,1303.6647
,,,,4005.3636,3270.0234,735.3399
,,,,1487.281,1162.9502,324.3513
,,,,1700.7601,1299.1699,401.6101
,,,,3704.3701,2229.62,1474.74
,,,,1821.8999,1607.6699,214.2399
,,,,2978.5338,1512.8906,1465.643
,,,,2251.9186,1720.8585,531.0602
,,,,1847.4462,1414.0904,433.3755
,,,,4151.5176,2904.3599,1247.1675
,,,,4122.7359,2476.8259,1645.8902
,,,,2657.2103,1788.5904,868.6298
,,,,2747.8085,2181.7785,566.0402
,,,,1151.9162,906.1999,245.7261
,,,,4007.09,3375.0499,632.06
,,,,2567.0006,1952.1606,614.8599
,,,,14258.5322,10871.0237,3387.5086
,,,,0,0,0
,,,,2287.2899,1437.04,850.25
,,,,1491.5657,1130.9954,360.5703
,,,,6576.7431,4498.7607,2077.9826
,,,,2348.8258,1583.9487,764.8773
,,,,3145.73,2588.3601,557.38
,,,,243.1432,169.183,73.9599
,,,,3835.0366,3204.419,630.6174
,,,,18.1011,13.7727,4.3283
,,,,548.3819,432.8973,115.4846
,,,,15.7234,12.098,3.6254
,,,,302.3079,227.4512,74.8567
,,,,1822.9099,1242.33,580.5801
,,,,3078.4927,1901.9599,1176.5329
,,,,1463.6523,1055.5289,408.1234
,,,,1970.716,1495.8796,474.8369
,,,,2520.8733,1435.3585,1085.5246
,,,,162.5759,114.4597,48.1262
,,,,496495.4817,144151.574,208109.6589
,,,,2891.1606,2038.8256,852.3351
,,,,3000.1222,1939.5641,1060.5381
,,,,1951.6557,1489.4513,462.2045
,,,,1031.8447,728.7034,303.1013
,,,,2215.9637,1665.7036,550.2599
,,,,1422.6722,813.3508,609.3014
,,,,1185.7141,897.5343,288.18
,,,,1718.3511,1108.3893,609.9618
,,,,5028.4901,4014.01,1014.4801
,,,,1881.3979,878.8092,1002.589
,,,,961.4505,720.6922,240.7783
,,,,1407.7721,1116.0875,291.6848
,,,,3022.3095,1724.83,1297.4796
,,,,1523.8102,1107.5903,416.22
,,,,2784.9643,2054.0826,730.8814
,,,,796.7117,695.9657,100.7458
,,,,2090.0238,1297.8036,792.2399
,,,,930.2585,739.6884,190.57
,,,,1992.1376,1297.2302,694.8873
,,,,4490.3076,2928.7697,1561.5377
,,,,969.6624,859.3532,110.3095
,,,,3315.7564,2532.4904,783.2563
,,,,4157.3314,2569.8804,1587.411
,,,,3567.6416,2071.5219,1496.1512
,,,,866.189,600.9223,265.2671
,,,,652.3985,518.2049,134.1832
,,,,1997.6497,1487.1501,510.4999
,,,,1025.9507,709.9901,315.9606
,,,,731.584,615.8334,115.7404
,,,,2635.6999,1636.4602,999.24
,,,,1943.2902,1344.1599,599.13
,,,,3051.5934,2367.1428,684.4405
,,,,2392.2548,1749.3377,642.907
,,,,3123.6035,1816.7106,1306.8928
,,,,1969.7756,1277.1298,692.6256
,,,,3717.6106,2555.5001,1162.1205
,,,,2133.9971,1574.9572,559.0601
,,,,1667.5278,684.7476,982.79
,,,,3725.8488,2400.3951,1325.424
,,,,3260.3076,2221.5414,1038.7663
,,,,612.04,407.43,204.6101
,,,,1668.1531,1201.3799,466.7731
,,,,3772.23,2633.37,1138.8599
,,,,2421.4804,1750.0464,671.4342
,,,,964.8446,644.6011,320.2428
,,,,2224.5873,1471.9645,752.6226
,,,,935.6576,694.9902,240.6777
,,,,28.4397,1.6164,0.1697
,,,,3268.5104,2284.3766,984.1635
,,,,2500.4591,1681.3489,819.0803
,,,,2014.3353,1316.8269,697.5085
,,,,1681.171,1342.7425,338.4284
,,,,980.6912,780.083,200.6081
,,,,822.2107,490.8614,335.0398
,,,,3549.5304,1336.5605,2212.9697
,,,,607.5717,351.5501,256.0218
,,,,2740.8528,2149.8435,591.0487
,,,,2395.1736,1910.3257,484.8581
,,,,207.7538,159.4861,48.2776
,,,,2281.1762,1214.791,1066.4151
,,,,1415.0633,994.9424,420.0911
,,,,2941.7846,1937.694,1004.1107
,,,,45.164,34.6197,10.5746
,,,,3098.6294,2467.4654,639.1644
,,,,1462.1288,1137.9089,324.23
,,,,265.3867,161.1066,104.28
,,,,1863.5068,1339.8245,523.693
,,,,3518.6746,2506.357,1012.3278
,,,,2297.2602,1488.532,808.7284
,,,,1459.79,962.34,497.4601
,,,,1554.7494,1151.4995,403.2701
,,,,1459.9433,949.9687,509.955
,,,,1042.6274,666.7556,375.8722
,,,,2798.0802,2085.6402,712.45
,,,,1575.878,1290.3875,285.4805
,,,,641.1397,355.9249,285.2148
,,,,4221.8499,2741.1999,1480.6199
,,,,1671.6592,744.1741,927.4848
,,,,3056.1578,1595.5446,1460.6129
,,,,2269.1842,1573.1314,696.0426
,,,,1296.9999,953.4801,343.52
,,,,1866.78,1424.5101,442.2497
,,,,2429.382,1621.195,808.1875
,,,,743.7389,542.1733,201.5643
,,,,3309.1161,2553.0827,756.033
,,,,1414.5939,792.7996,621.7648
,,,,2517.4171,1894.7608,622.6863
,,,,2569.2678,2010.1935,559.0841
,,,,1493.8111,923.33,570.5112
,,,,2148.6822,1288.18,860.4722
,,,,838.7933,592.7694,246.0243
,,,,1162.3944,669.0396,493.3548
,,,,915.3287,542.5461,372.7723
,,,,1372.7421,890.3292,482.4128
,,,,4040.3197,2877.8614,1162.4879
,,,,1317.6206,901.3761,416.2442
,,,,1804.82,1189.62,615.2001
,,,,1499.571,957.3068,542.264
,,,,1161.3297,771.5897,389.7398
,,,,2019.2156,1321.7783,697.4373
,,,,1.7097,1.1152,0.5944
,,,,1284.6629,892.73,391.9328
,,,,717.3423,454.5222,262.8203
,,,,813.2702,593.1218,220.1483
,,,,1524.54,1230.3596,294.1793
,,,,1071.5418,796.8455,274.6958
,,,,1926.8214,1526.6118,400.2096
,,,,686.5788,524.9227,161.6463
,,,,1765.1001,1143.1242,621.9363
,,,,6620.7596,2703.1999,3917.5597
,,,,3104.7241,2231.8,872.9043
,,,,2324.07,1657.3101,666.7501
,,,,4495.4695,2858.6121,1636.8474
,,,,2216.9937,1478.3561,738.6378
,,,,2203.14,1843.7834,359.3471
,,,,1095.2056,811.2271,283.9782
,,,,271.8005,153.6401,118.1606
,,,,2856.8826,2286.3727,570.5099
,,,,1464.6238,1055.5963,409.0276
,,,,409.6354,268.31,141.3253
,,,,1384.3499,1123.6799,260.67
,,,,2121.276,1401.3747,719.8908
,,,,1886.1294,1389.5808,496.5592
,,,,24.0193,22.0495,1.9699
,,,,3152.8798,1842.7799,1310.0799
,,,,2501.2051,1664.8879,836.327
,,,,3565.4896,2029.2195,1536.27
,,,,3458.44,2700.85,757.5901
,,,,3141.6945,2382.2016,759.4931
,,,,2250.5222,1969.846,280.6765
,,,,2780.3555,1958.7538,821.6018
,,,,2874.8451,2286.9901,587.8552
,,,,32433.8101,25351.42,7082.36
,,,,2997.5244,2075.1597,922.3644
,,,,1944.56,1433.37,511.19
,,,,2087.3492,1589.2102,498.1391
,,,,2581.8957,2037.6256,544.2701
,,,,1029.75,755.9201,273.8299
,,,,1262.899,923.9092,338.99
,,,,2627.2569,1939.0371,688.2201
,,,,2144.2197,1404.3626,739.857
,,,,2152.2801,1637.1001,515.1799
,,,,1290.5198,871.47,419.0501
,,,,4843.5202,3452.1709,1391.3491
,,,,504.5709,410.075,94.4957
,,,,1232.881,1012.1697,220.7114
,,,,1964.6258,1059.6756,904.9499
,,,,3507.8081,2619.8543,887.9544
,,,,0,0,0
,,,,2051.7884,1404.7774,647.0107
,,,,4728.0411,2532.6379,2195.4432
,,,,2139.2487,1572.8279,566.4205
,,,,3336.5975,2462.8827,873.7151
,,,,1839.7138,1280.9581,558.7558
,,,,1362.68,949.4699,413.2099
,,,,2960.6499,1748.2399,1212.4101
,,,,4107.8846,3306.8456,801.0391
,,,,1268.2034,983.2436,284.9601
,,,,8203.2655,5546.3465,2656.9189
,,,,2681.0203,2170.0727,510.9475
,,,,1546.7504,1136.4114,410.3387
,,,,2427.9752,1657.3751,770.6002
,,,,611.6802,475.5201,136.1599
,,,,1783.8745,1178.4488,605.4263
,,,,2521.9286,1676.7386,845.1898
,,,,3234.7149,2076.1949,1158.52
,,,,240.2404,162.3204,70.83
,,,,997.1675,960.7417,119.5332
,,,,3159.9863,2318.4409,841.5755
,,,,2015.9751,1519.4642,496.511
,,,,2910.2199,2516.6342,393.5965
,,,,1660.2376,1242.6918,417.5669
,,,,1190.9026,741.7425,449.1392
,,,,1345.1163,1096.8633,248.2626
,,,,2107.8223,1468.1685,639.673
,,,,1114.1355,762.8733,351.2718
,,,,1231.2858,960.9956,270.2793
,,,,603.6239,322.3383,281.286
,,,,1438.3912,991.4381,446.9527
